,SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
914,600395,盘江股份,1.219,0.814,5469241526.08,20.30726903,0.8028,1345216397.36,35.87975242,-16.3572,5.73326407,23.28,1.04078683,44.53205593,10派8.5,2.50959551225273,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000315
915,600208,新湖中宝,0.26,0.24,8140036586.15,27.59953272,137.3232,1559964145.58,34.67759096,293.0081,1.65196064,21.6,-0.46858666,31.72614938,10送2派0.25,0.462962962962963,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000167
916,600195,中牧股份,0.8,0.76,2661158772.21,26.54245562,1.131,310151103.59,36.05144913,2.918,3.8944486,22.25,1.33417505,37.16885717,10派3,1.47275405007364,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000155
917,600620,天宸股份,0.36,0.55,1543971410.46,693.76984545,7851.8677,165054964.93,601.32004428,2562.3785,2.03738124,24.58,1.82401695,42.52768546,10送3,-,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000427
918,600178,东安动力,0.2905,0.2746,2333992064.86,8.29609375,65.3165,134220900.36,-42.66359243,290.2957,4.93017093,6.07,0.41806706,12.59901365,不分配不转增,-,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000140
919,000829,天音控股,0.328,0.32,20877018131.26,19.83528296,-23.8646,310714674.94,9.62031298,41.2668,2.25566374,15.68,-0.97373991,11.93518747,不分配不转增,-,2012-04-21T00:00:00,2010-12-31T00:00:00,2,10001121
920,601688,华泰证券,0.6262,0.6204,8899978593.27,-6.93532835,48.594,3425046334.64,-9.75538154,4.652,5.8717505,11.98,-2.37936974,-,10派1.5,1.23456790123457,2012-04-21T00:00:00,2010-12-31T00:00:00,1,80000073
921,600533,栖霞建设,0.2708,0.2693,3141311394.53,42.65288799,-36.0885,284321196.24,27.39909915,33.9165,3.54452659,7.64,0.2519762,33.29063315,10派1.8,3.49514563106796,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000362
922,600543,莫高股份,0.13,0.13,368447906.71,11.47102272,-5.3828,42138007.73,16.30498803,117.5349,3.25537822,4.11,0.3910238,46.77344595,不分配不转增,-,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10001339
923,600479,千金药业,0.2834,0.2011,979443766.84,8.31318552,38.2763,86382779.74,-34.02934869,-70.2908,2.95773289,9.56,0.1283709,56.31653764,10派2.5,2.17770034843206,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10001335
924,600265,ST景谷,0.06,-0.02,251916989.96,25.14617572,234.1776,8047718.43,108.77220613,1102.8633,2.18563896,2.88,0.23375647,22.40774478,不分配不转增,-,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000216
925,000584,哈工智能,0.3092,0.2989,1396006387.41,70.38617951,-33.4329,126430334.83,355.66475598,57.4413,4.02125969,7.99,1.43326421,20.97016796,不分配不转增,-,2012-04-21T00:00:00,2010-12-31T00:00:00,2,10000921
926,600960,渤海活塞,0.75,0.84,1767510615.53,44.48851641,18.4944,122005427.27,137.58409163,29.1268,4.92006157,16.38,1.75613832,22.89503617,10派1,0.769230769230769,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10001345
927,000589,黔轮胎A,0.3,0.29,6226750587.08,31.43782597,3.7138,124756264.5,-65.3824577,-60.2324,6.28930427,7.98,-1.30125396,14.76234054,10转5派0.5,0.784929356357928,2012-04-21T00:00:00,2010-12-31T00:00:00,2,10000926
928,600498,烽火通信,0.85,0.8,5684454448.77,21.24531529,19.6198,377361058.52,43.9671473,-23.7658,7.95121483,11.27,0.45366731,25.1345661,10派2,0.712758374910905,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000336
929,000032,深桑达A,0.09,0.052,1505939544.14,19.90604013,-9.7436,21316610.94,-29.68593722,-83.5354,3.27575602,2.74,0.01971043,18.22645327,10派0.8,1.01910828025478,2012-04-21T00:00:00,2010-12-31T00:00:00,2,10000621
930,000017,深中华A,0.1169,-0.0809,299027279.43,14.61019007,-21.025,64477414.44,160.96719785,1400.8401,-3.18525797,-,0.01178178,6.32025746,不分配不转增,-,2012-04-21T00:00:00,2010-12-31T00:00:00,2,10000606
931,600162,香江控股,0.19,0.16,1918920172.16,-11.48551806,1809.9514,144013386.32,-43.65175254,846.9121,1.78870063,10.46,-0.14324636,46.76752915,10派0.2,0.394477317554241,2012-04-21T00:00:00,2010-12-31T00:00:00,1,10000126
932,000931,中关村,0.0155,-0.0399,2599059518.4,11.57421102,13.6795,10461780.47,-79.80469674,-162.1879,1.04137435,1.5,0.27203829,20.27280095,不分配不转增,-,2012-04-21T00:00:00,2010-12-31T00:00:00,2,10001193
933,000927,一汽夏利,0.1879,0.1603,9891239469.49,15.45365905,86.3232,299682377.1,75.80178579,2430.4435,2.26002143,8.51,-0.54149186,5.48649732,10派0.3,0.434782608695652,2012-04-21T00:00:00,2010-12-31T00:00:00,2,10001189
947,300445,康斯特,0.643,-,72877863.74,32.21551201,-,19674796.07,50.3398936,-,2.36,30.02,0.52539625,75.64321195,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80128574
948,300247,乐金健康,0.75,0.73,196618489.91,15.28693588,53.0184,45412610.78,26.795137,26.1182,3.7222,22.4,0.79708734,56.95984443,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80138278
949,002333,罗普斯金,0.26,0.27,963797025.57,3.12023566,-7.31,66226348.14,-33.54663164,-17.4491,4.72301162,5.63,0.30860554,17.61435219,10派1,0.681198910081744,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80135507
950,300093,金刚玻璃,0.24,0.22,295441133.18,15.74223356,69.3234,43708950.42,4.54825134,105.3567,6.62,8.73,0.45909288,36.26805336,10转8派1,0.786163522012579,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80132396
951,300170,汉得信息,0.53,0.41,361112821.02,15.60305962,8.1828,63278947.64,36.7069191,29.1067,2.5927,33.23,0.39696602,36.67091582,10转4派3,1.61117078410311,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80164921
952,002606,大连电瓷,0.99,0.58,594405227.13,5.33855187,18.8429,74270510.59,-30.2135429,94.9062,3.26834625,35.18,-0.22852378,35.53045508,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80159460
953,300118,东方日升,0.95,0.5,2374857182.06,182.13013926,8.5627,275128477.79,136.92424716,21.3992,14.19,24.55,-3.03357663,22.13074672,10转10派5,1.35538086202223,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80149681
954,300173,智慧松德,0.61,0.34,251175698.93,24.55736156,-7.3915,39364248.53,27.19136222,-33.5393,3.7907,23.18,0.27169271,35.69759409,10转3派2,1.36147038801906,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80148609
955,300315,掌趣科技,0.35,0.3,117308872.39,99.17916621,-,41334812.86,201.178463,-,1.3701,44.18,0.3416136,59.56298043,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80195380
956,300317,珈伟股份,0.53,0.47,602056698.18,52.11430321,-,55675667.55,114.69225791,-,1.5956,44.47,0.19788923,26.84358814,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80195381
957,600814,杭州解百,0.23,0.23,1983421994.73,16.12006272,49.1251,70256611.27,7.26628244,54.8367,2.08549402,11.45,0.50670216,19.15390161,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000763
958,002542,中化岩土,0.58,0.56,225155977.77,18.06767812,14.5192,43791489.21,32.88142948,-32.3393,2.42463116,44.08,0.35096958,34.08438024,10送5派1,0.464468183929401,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80165949
959,601018,宁波港,0.19,0.17,6003917000.0,22.81095749,-19.052,2199128000.0,20.9227646,5.1258,1.78499906,13.05,0.16667445,48.08699054,10派0.3,0.909090909090909,2012-04-20T00:00:00,2010-12-31T00:00:00,1,80141287
960,300211,亿通科技,0.91,0.79,222693606.83,11.64049446,78.3559,33124900.03,25.44582964,54.8756,3.72,27.93,1.22647362,29.96496428,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80169463
961,002319,乐通股份,0.32,0.31,470647853.19,41.89827605,16.4317,31865786.43,-17.31157959,-35.6932,5.08792939,6.3,-0.54184053,23.11761204,10派1,0.633713561470216,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80134337
962,002325,洪涛股份,0.43,0.43,1508280560.04,15.09431638,19.9969,97002022.02,40.45326158,2.8751,7.42431632,9.07,-0.44973352,15.7695521,10转5派1.5,0.746268656716418,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80134468
963,002495,佳隆股份,0.39,0.4,271008564.21,15.50961331,64.1469,57854489.32,1.33805802,61.278,9.80905676,16.8,0.28895897,37.67128875,10转8派2,1.66805671392827,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80133707
964,000998,隆平高科,0.269,0.238,1280396579.19,21.39342436,509.3917,74603186.73,53.91529182,631.1068,3.56955326,7.7,0.57142697,29.0929477,10派0.5,0.183891136447223,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001246
965,002384,东山精密,0.51,0.4968,882173441.72,49.78334576,7.8449,92019448.17,27.2565518,-5.5479,8.66513517,8.19,0.01415409,25.16449216,10转2,-,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80139697
966,002382,蓝帆医疗,0.36,0.36,621540628.28,30.1102991,-5.5049,40334401.29,-39.3885155,-65.7181,11.2964411,5.6,-0.47364796,14.48911028,10转5派2,1.10926234054354,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80139607
967,601117,中国化学,0.34,0.34,34052605399.14,16.14258571,42.3312,1681230915.68,69.42565215,98.3199,2.66899029,14.07,0.58709971,14.13976476,10派0.3,0.346420323325635,2012-04-20T00:00:00,2010-12-31T00:00:00,1,80127100
968,002553,南方轴承,0.55,0.5469,215795678.94,41.93778492,-12.184,36006628.63,38.85719534,-1.236,2.40070859,25.58,0.64394259,35.26054814,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80167842
969,002129,中环股份,0.1347,0.1884,1308625099.69,135.08063423,-0.4455,97532831.69,206.62266492,43.2173,3.17902271,6.63,0.07535889,26.05139213,10转3送2派0.3,0.170454545454545,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80093127
970,300231,银信科技,0.8927,0.42,158129672.0,40.86326105,105.3215,26782147.82,58.3452257,17.8899,2.83,37.49,1.21419434,40.87026768,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80173922
971,002536,西泵股份,1.23,1.2,999262136.41,48.71758545,14.1112,88457038.13,66.7921799,-7.7669,4.27064961,33.0,1.24940734,29.55643987,10派2,0.761614623000762,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80161233
972,601668,中国建筑,0.31,0.29,370657216000.0,42.2515278,40.0411,9240164000.0,51.63419775,39.039,2.57407443,12.21,-0.0548743,12.08249727,10派0.62,1.67567567567568,2012-04-20T00:00:00,2010-12-31T00:00:00,1,80120315
973,600683,京投发展,0.36,0.23,1461326102.8,123.18473572,1253.2503,268866139.72,148.04545404,1391.5069,2.30679396,16.04,-2.23674315,31.86020783,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000490
974,002599,盛通股份,0.42,0.41,449390372.93,41.80548197,-25.5851,41817216.64,35.61184061,-14.9356,2.21473653,21.02,1.19396662,21.4189314,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80124192
975,002209,达意隆,0.24,0.2002,542962483.43,13.9437714,-13.0967,47108978.68,19.69351246,-25.811,2.87606021,8.71,0.24133188,29.45026311,10派0.5,0.53248136315229,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80104000
976,002175,东方网络,0.0634,0.05,134390100.5,16.74235775,10.3331,5413179.64,18.60539834,130.1648,3.02880651,2.09,0.27467901,29.41374985,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80098200
977,002216,三全食品,0.66,0.67,1923389425.05,33.14887912,74.4095,123454955.26,32.38142858,704.8549,5.54052853,12.43,1.11663495,33.43719407,10派2,0.557413600891862,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80091291
978,002100,天康生物,0.37,0.35,2369046039.49,14.18784921,-5.7177,107425056.77,9.12032126,-45.3759,4.60158859,11.62,0.85047557,17.09378235,10转3派0.5,0.354609929078014,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80088473
979,300040,九洲电气,0.38,0.37,468266637.04,24.21260124,65.2745,52175938.37,11.50521393,47.4641,6.25,6.16,-0.72625464,25.62423952,10派1,0.65832784726794,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80080336
980,002066,瑞泰科技,0.42,0.3634,844856512.9,71.36546542,19.256,48331062.84,31.22849152,46.8001,4.91157988,8.79,-0.15120687,27.12225754,10派1.5,0.99403578528827,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80079946
981,601677,明泰铝业,0.71,0.7,4989643478.57,51.6795904,19.1964,240845065.11,69.56400199,21.1002,3.40622426,22.51,0.15447189,10.11568041,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,80071156
982,002443,金洲管道,0.48,0.46,2555494507.47,10.70568936,5.8098,73061798.27,-28.35143948,28.0247,9.11686414,8.86,-0.22282793,8.35646356,10转3派1,0.715307582260372,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80112769
983,002219,恒康医疗,0.1766,0.1654,299331669.31,4.98590711,-16.0681,65961429.48,37.97901221,-29.155,1.38577292,17.09,0.21555747,63.63003526,10转0.5送2派0.28,0.164609053497942,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80107842
984,002593,日上集团,0.55,0.52,1070308606.11,75.61267186,20.7043,83551978.57,172.39100318,42.4117,2.73367434,22.8,0.5789399,18.36285773,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80175260
985,300128,锦富技术,0.51,0.5,768312899.81,75.15437688,7.4427,82955131.4,58.52244689,-5.0045,11.1453,21.38,-0.45740485,25.34332517,10转10派4,2.16450216450216,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80150827
986,300171,东富龙,1.19,0.85,480617136.55,56.01132159,-10.8181,142844836.38,88.26194021,-5.0077,5.49,53.27,1.97309877,48.31986221,10转4送6派8,2.07253886010363,2012-04-20T00:00:00,2010-12-31T00:00:00,3,80132223
987,002261,拓维信息,0.51,0.48,357318681.64,15.7540121,-2.8239,110730628.73,26.9996232,-26.9469,4.97203069,16.63,0.5412765,61.65730933,10转5派1,0.521376433785193,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80062991
988,601669,中国电建,0.4411,0.4365,101494483481.09,34.35828639,52.9584,2911068980.7,27.13604142,-5.6311,1.63411212,29.19,0.4053162,12.47582452,,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,80140483
989,002168,深圳惠程,0.1114,0.1165,352977268.97,12.29141494,9.8133,70257925.69,-6.26024303,9.8004,3.18197188,12.97,0.16157559,49.85701323,10转10,-,2012-04-20T00:00:00,2010-12-31T00:00:00,4,80084629
990,000677,恒天海龙,-0.4719,-0.5402,4720406750.72,34.31252466,-24.962,-407683436.78,-514.65263801,-1532.1093,0.18273421,-83.33,0.07926816,0.49941708,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000997
991,000673,当代东方,0.03,-0.16,1642995.16,-59.82840217,-66.9236,5762381.75,112.64088982,750.8595,-0.00727378,-131.12,0.1888863,36.71007588,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000994
992,000662,天夏智慧,-0.2991,-0.3533,460497281.78,7.56989633,13.3471,-86127586.3,-3038.29314581,-21581.8856,2.801459,-10.07,0.20568688,24.72068653,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000984
993,000505,珠江控股,0.06,-0.03,686065924.45,140.63540697,81.9516,27730981.17,-65.10680429,-4.9879,1.16532106,4.82,0.33173769,33.62801354,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000847
994,000638,万方发展,0.32,0.2,294938402.71,-33.31017996,-54.7681,48920271.99,29.36420215,1618.0237,1.29824925,31.6,-0.47226683,37.05957813,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000971
995,000632,三木集团,0.0338,0.0372,3720846581.78,49.85187907,48.5168,15749388.88,-23.16780712,-100.311,1.18521875,1.43,0.14338884,9.82922444,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000966
996,000671,阳光城,1.05,1.05,3201675854.58,43.41601533,94.5149,560829275.64,209.21899078,257.0959,3.02034163,45.32,-1.34946235,35.60141893,10派1,1.23304562268804,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000992
997,600854,春兰股份,-0.6328,-0.6335,1042642046.4,25.20324082,-71.9162,-328721379.12,-1218.69874064,40.5855,3.55736718,-16.3359,-0.25171422,10.2083366,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000803
998,000409,山东地矿,-0.033,-0.0385,18960000.0,24.44189827,-,-5654760.2,59.12481292,-112.3641,0.21068917,-14.66,-0.00688569,0.58016878,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000682
999,000568,泸州老窖,1.58,1.5809,5370871771.66,22.8913634,22.2369,2205243966.21,31.78703467,16.1146,3.95725573,41.21,0.96918899,69.40560391,10派10,2.1654395842356,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000910
1000,600321,正源股份,0.087,0.03,506031066.71,-14.81704017,-10.054,39753625.59,-1.58175225,-57.0794,2.776,3.71,0.32182546,15.97375215,10派0.7,0.924702774108322,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000262
1001,600408,安泰集团,0.04,0.01,4943194924.5,32.15804613,12.7131,39648926.9,109.57031233,104.9376,2.75537093,1.42,-0.296288,9.82852532,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10001257
1002,000995,皇台酒业,-0.33,-0.29,64378540.6,-18.25429794,57.9535,-59399120.31,-946.10912665,-1076.4339,0.96520376,-30.53,0.08884323,49.70268776,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001243
1003,000720,新能泰山,-0.0101,-0.1212,2756091507.76,-0.20859807,3.8909,-8689475.53,-150.44847664,-96.6829,1.03059273,-0.97,0.1866747,7.30220914,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001036
1004,600232,金鹰股份,0.03,-0.06,992735855.38,26.67245759,23.3399,10154451.67,6.29608844,61.7494,3.38528906,0.83,0.59267308,11.48831027,10派1,1.54320987654321,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000189
1005,000869,张裕A,2.72,2.61,4982943397.0,18.65836598,29.7232,1434218328.0,27.22271207,81.6514,7.28210503,41.57,2.44637013,74.75567921,10派14,1.47523709167545,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001144
1006,000859,国风塑业,0.1006,0.0926,1452749886.54,12.58150704,-11.8879,42305959.47,127.70250557,-165.8098,2.19621452,4.69,0.14488363,12.49555016,10派0.5,0.485908649173955,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001137
1007,600077,宋都股份,0.81,0.405,1642823762.81,-28.08960747,-24.2131,305806007.87,142.30826996,1263.1677,9.29056471,23.16,-13.5506485,45.28548243,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000050
1008,600008,首创股份,0.2194,0.1954,3036660750.59,15.11570048,148.9583,482668446.77,7.86997971,88.7966,2.33204513,9.67,0.29724491,40.50310743,10派1.3,2.15946843853821,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000008
1009,000055,方大集团,0.08,0.04,1161933356.48,27.26833869,48.6993,55063374.25,24.99485824,18.2579,2.00154087,6.76,-0.0618051,17.7510092,10转5,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000641
1010,002046,轴研科技,0.44,0.36,521711346.84,43.98729381,19.9139,47835518.69,19.88313061,35.8425,4.97206548,9.22,0.37749007,22.95360518,10派1.33,0.64657267865824,2012-04-20T00:00:00,2010-12-31T00:00:00,4,10001448
1011,600584,长电科技,0.27,0.25,3616244164.29,52.60361396,-3.4021,207712102.97,795.50941458,-40.1804,2.80677924,11.38,0.48624287,24.46192744,10派0.6,0.69204152249135,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10001276
1012,600513,联环药业,0.17,0.17,289442020.8,11.52811838,12.5392,20334217.27,18.22924257,-21.608,2.63691181,6.75,0.0720151,48.6785863,10派0.5,0.317863954227591,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10001265
1013,600280,中央商场,0.322,0.575,4937824394.45,17.31150548,48.7916,46157669.33,8.76847396,143.5536,5.8798549,6.8,-7.68808428,21.04711886,10派1.6,0.573888091822095,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000227
1014,000911,南宁糖业,0.64,0.48,3875019021.35,9.71459843,100.158,183857382.65,50.85461999,553.6215,4.98731089,13.31,0.54241715,18.07371343,10派3.5,2.07591933570581,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001175
1015,600546,山煤国际,1.0,0.72,38837692824.98,83.96487979,50.8701,753640605.96,22.91377313,-20.1599,4.93766759,26.18,2.60068685,9.25069084,10派3,1.03021978021978,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10001291
1016,600613,神奇制药,0.04,0.02,105841382.0,37.50019452,-41.7492,5674003.23,123.920934,-392.7816,1.17527094,3.21,0.22335541,73.57228519,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000420
1017,600831,广电网络,0.2,0.25,1222144526.8,28.65777857,10.8416,113110357.78,44.81657902,138.6936,2.31,9.0,1.17125289,41.40033631,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000780
1018,600829,人民同泰,0.5757,0.5122,3005088595.41,13.90448105,-3.334,333817995.96,19.73971022,-3.2878,4.11835181,21.44,0.42159777,49.61135471,10转5派4.9,4.29447852760736,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000778
1019,600895,张江高科,0.31,0.3,1361902386.37,-36.9305953,-27.5414,478497366.23,-32.3113361,-99.4455,4.11444026,7.76,-0.55362608,54.66931827,10派1,1.07642626480086,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000563
1020,600256,广汇能源,0.37,0.1931,3789446478.55,22.20821628,-18.5896,688378485.22,28.09348722,16.9589,3.12242628,19.45,0.41937243,34.68191749,10送5派0.6,0.247626908790755,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000208
1021,000791,甘肃电投,0.0404,-0.0113,289359006.0,21.0347971,3.9268,7641206.18,-33.25914313,24.7522,1.7020983,4.6,0.12453885,15.89317538,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001088
1022,600820,隧道股份,0.75,0.4306,15173581307.72,0.59806744,39.6632,553214358.67,53.36661149,98.6891,6.03464741,13.24,0.41013093,11.66859286,10派2,1.87793427230047,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000769
1023,000056,皇庭国际,-0.78,-0.4,18312004.92,-19.30903044,131.1613,-171211827.94,-2820.533465,-81.7566,0.17846757,-148.49,-2.72869165,9.13001327,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000642
1024,000823,超声电子,0.367,0.3558,2983345298.26,30.02051535,2.3293,161622749.38,43.0405429,-1.4713,3.78116702,9.97,0.75169484,19.75299456,10派1,0.672494956287828,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001116
1025,000038,深大通,0.28,0.272,301294136.49,173.79530788,1275.1514,26716195.17,23.89179059,694.1012,1.58395897,19.34,-0.73251429,30.78656518,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10000627
1026,600175,美都能源,0.12,0.1,2827533019.44,38.28496566,-31.1155,151174690.67,22.49516307,-70.1556,1.64347708,8.47,-0.54360147,8.49275482,10转0.5送0.5派0.1,0.24330900243309,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000137
1027,600159,大龙地产,0.03,0.21,824470738.37,-52.8388098,-58.0828,28712277.82,-91.52724265,-171.3108,1.91682587,1.82,0.29443023,51.23165413,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,1,10000123
1028,000952,广济药业,0.056,0.028,483316187.67,7.83555614,6.9025,13979602.92,-67.49213333,-32.5418,3.20400977,1.73,0.30661959,19.59632751,不分配不转增,-,2012-04-20T00:00:00,2010-12-31T00:00:00,2,10001205
1032,603088,宁波精达,0.0,-,159733785.89,49.27316251,-,48913901.01,38.49513395,-,2.78,67.64,1.31642222,51.55551812,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,80198779
1033,603806,福斯特,1.61,1.6,1703024834.3,302.00457909,-,551682626.9,346.00473775,-,2.14,120.7,2.9769103,44.83517476,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,80189538
1034,300388,国祯环保,0.78,0.63,344085059.63,18.7252628,-,51506749.29,57.77533607,-,4.64430068,17.95,-0.25084626,41.99357906,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,3,80030911
1035,600969,郴电国际,0.3967,0.4161,1686563832.25,17.07519996,-16.7007,83416380.58,33.68953368,11.4515,3.79802701,11.68,1.30806401,22.53492113,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10001349
1036,002639,雪人股份,0.67,0.64,265962164.53,33.26887274,35.9723,80046612.16,13.66653394,19.2071,2.59091709,28.72,0.4411826,46.84362956,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80187887
1037,603777,来伊份,0.78,1.18,1795791500.0,65.65124317,-,103590300.0,37.64159079,-,4.31,39.9,1.614644,45.17597394,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,80198812
1038,300081,恒信东方,0.39,0.38,1029148194.44,0.525397,-8.9665,23208743.29,-44.49542736,517.2378,11.82,4.43,-0.81908911,25.45949078,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,3,80143865
1039,002376,新北洋,0.4,0.36,483045141.03,53.39230352,65.1272,111492866.33,30.26750044,120.9306,7.64035575,12.35,0.54560479,46.24400272,10转10派3,1.70454545454545,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80139393
1040,300207,欣旺达,0.44,0.42,775705717.32,66.18002326,4.9644,62688704.62,84.64561159,19.432,1.8447,27.4,0.49596801,20.17414476,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,3,80172613
1041,300290,荣科科技,0.7342,0.6732,161898012.44,47.91995523,-,35292031.42,137.39076514,-,1.96,47.67,0.8004499,34.94076362,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,3,80190204
1042,300233,金城医药,1.16,1.1,759384949.31,29.89621273,17.3954,104624066.0,28.61328222,9.8187,4.17,31.86,1.20749321,28.82146216,,-,2012-04-19T00:00:00,2010-12-31T00:00:00,3,80122082
1043,002259,升达林业,0.086,0.0821,686492206.13,21.98115947,26.3848,36066937.88,146.03128859,-48.1348,2.34318276,6.96,0.20831476,26.78555419,10派0.5,0.713266761768902,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80116270
1044,002324,普利特,0.37,0.35,807400204.26,64.9135484,28.3152,100553259.51,4.66348156,14.0727,7.82007324,9.8,-0.39367173,18.42330968,10转10派1,0.521920668058455,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80134100
1045,002151,北斗星通,0.3,0.28,329496103.54,11.69989889,101.0608,41298018.83,-19.08624564,232.2158,6.3561828,10.91,-0.32940331,36.60493952,10转5派3,1.19047619047619,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80097728
