,SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
1601,000652,泰达股份,0.1941,0.0978,6954775406.99,52.12885671,-17.5596,286430328.25,-3.50887275,226.0522,1.58629207,12.7,-0.30240962,15.57668739,10派1,1.2853470437018,2012-03-31T00:00:00,2010-12-31T00:00:00,2,10000975
1602,600329,中新药业,0.4,0.33,3473471266.2,20.570501,2.4052,293287101.45,13.7575838,-11.0296,2.43433833,17.74,0.18806132,38.48913815,10派2,1.63934426229508,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000268
1603,600718,东软集团,0.39,0.29,4937696440.0,18.52210243,64.7379,484675178.0,-24.3393113,82.859,3.48666372,11.67,0.31108775,31.47353455,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000525
1604,002029,七匹狼,1.0,0.97,2197756556.14,10.59460552,2.5699,283156917.45,38.86774198,79.7944,5.65117497,19.12,0.9158371,41.59596747,10派2,0.625,2012-03-31T00:00:00,2010-12-31T00:00:00,4,10001418
1605,002024,苏宁云商,0.57,0.576,75504739000.0,29.51037055,16.2021,4011820000.0,38.81941455,38.5717,2.62,24.48,0.55477678,17.83202906,10派1,0.771604938271605,2012-03-31T00:00:00,2010-12-31T00:00:00,4,10001410
1606,600235,民丰特纸,0.27,0.36,1371898072.97,14.00768414,10.2057,70318756.4,-36.44525156,-38.8672,3.85329796,7.18,0.7441755,19.10232662,10派1,1.36054421768708,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000192
1607,002045,国光电器,0.28,0.23,1757398055.0,68.654946,-3.3046,115454980.0,4.94752468,-36.7278,4.86565681,9.73,-0.76070684,18.99612385,10转5派1.2,1.6,2012-03-31T00:00:00,2010-12-31T00:00:00,4,10001447
1608,601998,中信银行,0.53,0.51,55765000000.0,36.67557168,6.5388,21509000000.0,50.20251397,-33.6816,3.08,19.24,0.95624215,-,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,1,80001220
1609,600690,青岛海尔,0.836,0.681,64694775664.95,35.56843142,-3.7414,2239980565.53,47.0660629,-17.2779,5.87560087,24.28,4.44542435,22.54061361,10转10派1,0.74794315632012,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000497
1610,600019,宝钢股份,0.73,0.72,202413451160.48,36.28673085,4.0232,12868848082.97,121.60556058,-10.3371,5.98023958,12.93,1.07671737,13.23515026,10派3,4.96688741721854,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000015
1611,600222,太龙药业,0.0589,0.0434,913303032.72,12.31756844,28.5983,24271596.73,-19.48958713,-59.687,1.43651108,4.16,-0.04850875,12.60247789,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000180
1612,600221,海航控股,0.74,0.53,21706147000.0,39.60406636,-2.0131,3013912000.0,800.562345,0.6314,3.02157561,32.0,1.56981145,28.62426482,10派0.5,0.710227272727273,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000179
1613,600198,大唐电信,0.1504,-0.0525,4027879313.74,25.43744318,74.1547,66044642.67,14.9122934,349.6922,1.21043274,20.4994,-0.0387096,18.6842344,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000158
1614,600266,北京城建,1.35,0.9723,4646202491.98,35.13855363,102.9011,1201148140.16,41.31629006,-18.4137,5.85455984,22.25,0.2369904,41.46256426,10派1.5,1.1094674556213,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000217
1615,002051,中工国际,1.07,1.01,5056724098.46,19.35151033,393.5119,363574467.93,-7.13394474,277.9755,6.29425855,17.21,0.32089395,16.9852937,10转3派3.5,1.38888888888889,2012-03-31T00:00:00,2010-12-31T00:00:00,4,10002601
1616,600501,航天晨光,0.18,0.18,2652037595.13,21.5402416,166.5768,70417405.8,49.41865521,139.8191,3.28482864,6.58,0.28838086,19.61936303,10转2,-,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000339
1617,000029,深深房A,0.0838,0.0726,1021055699.61,36.1076944,66.108,84760162.75,319.62217252,-41.3378,1.41141477,6.12,-0.17698788,34.11372324,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,2,10000618
1618,000807,云铝股份,0.02,-0.012,7325787819.6,40.62192556,53.4923,30477878.21,-34.26140534,617.4032,3.33019742,0.81,-0.18542384,7.51125793,10转3派0.3,0.327868852459016,2012-03-31T00:00:00,2010-12-31T00:00:00,2,10001102
1626,002746,仙坛股份,0.91,0.9,1593664421.38,28.0193145,-,108243071.96,44.30267443,-,3.58,34.99,0.12598934,10.53831656,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80198659
1627,600512,腾达建设,0.03,0.02,1522333427.33,-21.32324804,135.0717,23600653.1,-42.71230136,-127.2183,1.4758735,2.2,-0.54711996,13.12337385,10派0.2,0.432900432900433,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000347
1628,002402,和而泰,0.47,0.4,431089600.87,31.90385247,-6.08,42347956.07,16.05250917,-44.7196,11.18215837,8.13,-0.67456033,21.55959916,10转5派3,1.73410404624277,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80140711
1629,000338,潍柴动力,4.07,3.99,63279564389.91,78.12593763,19.5256,6782145439.63,99.04055047,26.4859,11.11278731,44.91,5.64481031,24.61380809,10派4.3,0.930534516338455,2012-03-30T00:00:00,2010-12-31T00:00:00,2,80057519
1630,002555,三七互娱,0.49,0.47,316757898.72,33.97843458,70.2964,49222180.05,27.31385232,119.6426,3.64597858,29.35,0.65742968,31.21369981,10送10派2,1.53256704980843,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80167146
1631,300153,科泰电源,0.42,0.42,437881113.12,22.05991199,24.5785,50971057.88,15.43747756,63.2803,11.4123,32.11,0.42920791,29.86133676,10转10派3,2.0746887966805,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80159906
1632,300112,万讯自控,0.34,0.18,164312073.33,20.54815766,-6.4877,30790627.99,16.6238241,-51.8598,5.79,14.44,0.21680393,53.60850595,10转5派1.5,1.2,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80149504
1633,002427,尤夫股份,0.28,0.25,578716490.86,10.639006,25.8025,58007819.12,-9.12782088,9.0434,5.16849045,9.3,-0.56707686,17.14168051,10转3派1,0.779423226812159,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80063650
1634,000902,新洋丰,0.06,0.03,2039220760.25,25.74861621,93.004,16057463.73,133.03283281,642.5177,0.989473,6.48,0.41741403,5.89997679,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10001168
1635,300311,任子行,0.6,0.57,138781265.65,47.79594468,-,30144897.08,35.4308045,-,1.96,39.15,0.68689131,58.32843092,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80195004
1636,300220,金运激光,1.0256,0.93,114202793.71,46.38721536,-17.4405,26664457.84,122.6328485,-12.4631,2.82,46.42,0.71956688,48.69775006,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80167845
1637,300176,鸿特精密,0.6351,0.6149,386234203.89,30.38685468,4.109,42549381.13,23.31280808,93.6132,2.287,32.25,0.73676791,26.25251564,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80165768
1638,002512,达华智能,0.2858,0.2638,260691353.85,4.43327216,17.2599,46549914.61,12.66915445,9.2134,7.60818484,21.27,0.46158253,30.50837314,10转8派2.8,1.80064308681672,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80157795
1639,300194,福安药业,1.23,1.21,464010492.08,42.97998443,4.1724,123136915.33,35.80687557,-0.9657,2.75,57.4,1.05743381,46.47146655,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80165006
1640,002577,雷柏科技,1.15,1.1274,649427206.79,15.63328901,12.4205,110095172.21,17.9344016,25.0893,2.26646159,67.74,1.35477788,32.33675473,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80169349
1641,002632,道明光学,0.48,0.72,327147158.74,43.22391825,4.5343,36631652.08,5.74485732,366.6701,2.93514322,21.23,0.52521549,34.79831607,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80187634
1642,002603,以岭药业,0.94,0.92,1649320072.3,1.0407868,48.1348,315559119.77,6.18351978,8.1125,3.03065091,33.34,0.83254953,66.36778624,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80176889
1643,300006,莱美药业,0.24,0.225,377648123.79,13.22272431,21.707,43868643.41,8.40385734,68.3184,6.118,8.11,0.41155863,36.54885463,10转10派1,0.45004500450045,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80133702
1644,601919,中远海控,0.66,0.6,80627524519.67,44.57516257,-3.3197,6767424542.3,189.67068072,-46.871,4.67681284,14.98,1.09022902,17.76163497,10派0.9,1.07784431137725,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80065439
1645,000987,越秀金控,0.91,0.91,3585740168.52,21.17281766,44.7971,327186923.32,14.74328725,71.8834,4.27753828,23.24,1.27524871,21.83736504,10派4,1.68990283058724,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10001236
1646,000838,财信发展,-0.1335,-0.1333,1112634.0,-97.5751701,17620.0962,-24166308.93,-1075.11767356,-752.6844,1.81707738,-3.07,-0.05586971,73.8734858,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10001129
1647,000429,粤高速A,0.31,0.31,1002219500.2,6.97390429,-0.1236,388478016.28,16.9972011,-22.954,3.40720007,10.16,0.46956129,48.28268234,10派1,2.4390243902439,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10000699
1648,300071,华谊嘉信,0.35,0.23,555704920.19,31.45290335,32.3147,33496925.57,15.4228507,128.5462,8.14,10.78,-0.19196147,14.82124356,10转10派1,0.690131124913734,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80133661
1649,300029,天龙光电,0.427,0.431,452298156.62,52.62610445,13.6858,85380244.23,24.83174397,33.0736,5.9737,7.33,0.2612348,36.3904898,10派1.5,0.632911392405063,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80138232
1650,300091,金通灵,0.33,0.29,587825202.22,-1.89520244,-14.7522,60268154.97,10.60866647,-68.1484,9.46,12.52,-0.22897746,23.9622574,10转15派2,1.05932203389831,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80133653
1651,002476,宝莫股份,0.44,0.42,515409798.71,22.87558775,14.1083,63947053.73,32.69347095,23.0946,7.24913847,17.98,-0.43295942,20.4052599,10转5派1,0.639795265515035,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80140579
1652,002462,嘉事堂,0.24,0.22,1341671134.14,18.35909144,9.4802,48542369.28,14.43729429,13.7533,6.38723295,6.68,-0.31004505,12.68278095,10转5派2,1.72413793103448,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80014507
1653,002373,千方科技,0.37,0.34,696735362.14,-0.86950234,94.7075,23425897.58,-48.93699366,518.7733,9.52672828,4.47,-2.62250092,19.40349622,10派1,0.478927203065134,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80139208
1654,300088,长信科技,0.52,0.58,483092828.86,84.73576331,7.9589,117147927.17,93.48515191,2.4046,9.27,12.49,0.54265374,38.61948475,10转10派3,1.60427807486631,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80144126
1655,002515,金字火腿,0.43,0.6,163099180.24,10.10576211,34.7996,47055000.43,19.14821121,40.132,10.70287911,20.61,0.05876554,40.58210573,10转3派2,0.72202166064982,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80157663
1656,002510,天汽模,0.52,0.49,831528634.1,39.62642989,69.755,82616559.03,5.43265032,83.2379,6.27136395,18.02,-0.16907356,22.16603522,10派1.2,0.581113801452785,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80138729
1657,002572,索菲亚,1.1625,1.03,688940106.5,70.41226463,-14.1151,92997332.5,79.20342776,-12.0366,5.36368928,54.71,2.49675856,37.13067578,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80171812
1658,002290,中科新材,0.63,0.62,1060363888.79,59.33444376,-6.3604,95003227.18,21.81581185,-33.917,6.07760904,10.39,0.15758663,15.46865988,10派1.5,0.637213254035684,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80095559
1659,300249,依米康,0.53,0.52,180466753.72,49.98041225,6.87,31014598.37,39.41094438,37.5981,2.09,28.85,-0.09564098,41.95330766,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80173988
1660,002579,中京电子,0.55,0.527,326937715.8,27.70920445,8.7533,40302465.71,36.41882487,-0.5792,2.74912478,22.32,0.58228794,24.53653398,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80171652
1661,300119,瑞普生物,0.69,0.45,345619033.54,21.11873847,26.4875,82539811.7,34.20904233,9.6806,18.25,16.06,1.52148691,70.84825503,10转10派10,3.62844702467344,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80151320
1662,002586,围海股份,0.53,0.52,1017448257.43,10.45522583,236.6298,56738971.05,31.47794075,577.9849,3.0070723,26.49,0.70859183,15.35893619,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80173992
1663,300272,开能环保,0.44,0.34,165041363.89,32.0947706,83.6058,36481462.82,38.87745941,144.9857,1.6662,25.34,0.57853826,47.23804646,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80144125
1664,002409,雅克科技,0.6744,0.6657,892640264.83,56.42619152,-10.3868,66905310.69,-6.58067382,-66.8154,9.7700074,9.3,-0.31386292,16.97178498,10派2,0.4920049200492,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80140712
1665,002343,慈文传媒,0.9511,0.9141,1377630305.93,24.83878809,6.3245,92232336.61,5.81597535,1.6555,11.23444798,8.99,1.14417904,20.81561606,10转10派5,3.55113636363636,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80051631
1666,300010,立思辰,0.2561,0.25,449428533.61,33.34923324,39.7638,60596174.06,26.22436382,163.7534,4.02,9.79,-0.18098531,34.24780729,10转5派2,1.3745704467354,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80133697
1667,300310,宜通世纪,0.77,0.37,422554327.78,17.36422682,-,50496025.24,54.08605581,-,2.41,39.31,0.90114799,37.7016991,,-,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80192712
1668,002297,博云新材,0.1209,0.11,218095683.61,26.28085837,23.9511,25868932.65,0.1069898,33.0954,2.60945817,4.23,0.09023776,33.26692383,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80109283
1669,000736,中交地产,0.43,0.22,431591173.9,450.09498952,341.4209,128634272.69,24.33686337,2042.2127,4.58101494,10.01,-1.09591038,23.79337692,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10001050
1670,300079,数码科技,0.73,0.39,350125905.65,22.67884958,2.4415,149172855.19,52.02184789,-2.6571,19.095,9.75,1.01881368,68.56275222,10转10派5,2.28206298493838,2012-03-30T00:00:00,2010-12-31T00:00:00,3,80122020
1671,002283,天润曲轴,0.46,0.45,1393393875.97,79.85270972,43.4275,221658623.99,96.1450395,74.1171,7.11445549,13.81,1.61508505,29.87650285,10转7送3派1,0.72463768115942,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80123306
1672,601139,深圳燃气,0.26,0.16,6558891569.54,69.73488913,23.0267,320047352.11,18.8410366,-23.1433,1.43,12.71,0.31539548,16.18964569,10派1.3,1.21495327102804,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80103915
1673,002148,北纬科技,0.42,0.42,225860751.21,37.47923537,-2.7316,47627048.29,34.14847988,46.0509,5.64026606,11.66,0.42792127,46.69895825,10转5派1.7,0.838264299802761,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80097449
1674,002169,智光电气,0.1636,0.159,461215578.21,5.03972078,30.183,41162091.72,2.58154565,29.3474,3.15529725,10.44,-0.4159632,32.85017684,10转5派0.4,0.31055900621118,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80098078
1675,601699,潞安环能,1.49,1.5,21427676688.2,17.34064365,19.2318,3436725799.98,62.95653395,41.7526,10.33791112,26.05,5.26065044,40.31937261,10转4送6派10,2.86368843069874,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80080212
1676,002182,云海金属,0.15,0.0668,2841196365.37,89.68651258,11.9853,28194799.89,456.52678291,-58.0229,4.62946938,3.21,-0.49246685,8.87828841,10转5,-,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80075122
1677,601186,中国铁建,0.34,0.32,470158793000.0,32.24509902,36.8891,4246221000.0,-35.65427078,263.8105,4.65273504,7.85,0.5067922,8.82928824,10派0.5,0.869565217391304,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80108579
1678,002250,联化科技,0.54,0.54,1973449090.81,47.20716902,50.0381,202978686.58,56.6679924,31.0825,3.59863064,25.48,0.75883215,26.10228209,10派2,0.540540540540541,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80090103
1679,002207,*ST准油,-0.02,-0.02,361061851.3,25.08474637,39.9484,-1830177.57,-116.2216991,-172.1892,3.56,-0.52,0.33370208,24.02934776,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,8,80091162
1680,601188,龙江交通,0.08,0.08,287674219.81,10.97377642,-22.1137,97565300.13,-11.11853131,-92.6035,1.98398719,4.14,0.07645638,71.65637485,10派0.18,0.495867768595041,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80140622
1681,601618,中国中冶,0.28,0.25,206791816000.0,24.74318265,51.6225,5320779000.0,20.2395173,198.0876,2.35326949,12.77,-1.31452407,13.02773123,10派0.47,1.45510835913313,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80128182
1682,601857,中国石油,0.76,0.78,1465415000000.0,43.77032695,14.8675,139871000000.0,35.56938346,15.1647,5.13079373,15.5,1.74185476,33.79288461,10派1.8357,1.68567493112948,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80010371
1683,600884,杉杉股份,0.29,0.23,2840512893.01,33.2372165,25.9459,120730020.86,26.87038737,137.3995,7.98013389,3.57,0.18675636,24.07302946,10派0.8,0.468658465143527,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000833
1684,600875,东方电气,1.29,1.22,38080112185.86,14.61416158,33.7503,2576974795.23,67.48086867,23.5499,5.50874527,17.75,0.97421211,20.22114392,10派1.3,0.509803921568628,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000824
1685,000619,海螺型材,0.4516,0.3731,3962650724.82,-2.05113435,-20.9789,162586202.82,-26.60176374,-38.6584,5.42290649,8.52,0.69176336,10.91837111,10派1,1.08108108108108,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10000954
1686,002098,浔兴股份,0.34,0.35,1011467414.54,33.12067519,-11.328,53285667.34,71.32913822,-29.9291,3.77246791,9.41,0.89229923,24.16885066,10派2,1.68350168350168,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80088182
1687,601880,大连港,0.22,0.2,3336950665.77,10.40439631,172.3612,813154280.39,11.80914066,23.915,2.75423088,8.31,0.32576842,43.41317045,10派0.5,1.52439024390244,2012-03-30T00:00:00,2010-12-31T00:00:00,1,80074888
1688,002534,杭锅股份,0.93,0.78,3309017593.13,16.43667651,14.3131,334452942.67,45.01374454,69.1022,3.22967842,33.12,0.55206677,21.11413543,10派3,1.16913484021824,2012-03-30T00:00:00,2010-12-31T00:00:00,4,80072904
1689,601607,上海医药,0.7308,0.6068,38721655199.7,19.6737434,1.5767,1456194794.72,5.51078885,-22.3817,5.0233369,15.32,1.10947623,18.39107887,10派1.4,0.909090909090909,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000798
1690,000603,盛达矿业,0.77,0.77,822369978.3,83.83325432,2.0882,279791298.96,188.54260262,655.8266,2.00311933,92.67,5.34316054,84.33776388,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10000940
1691,600836,界龙实业,0.054,-0.004,1493981880.53,-6.76376167,150.0984,17075266.67,10.19504838,2733.2619,1.32824719,3.8,-0.2673736,16.8493506,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000785
1692,600104,上汽集团,1.591,1.539,365724431806.96,125.01136958,3.1018,16389781473.15,108.26248569,11.6243,9.40386587,23.68,3.17595316,19.11664577,10派2,1.04493207941484,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000077
1693,600787,中储股份,0.3366,0.2934,19132515866.39,31.01701382,17.1176,282816994.46,52.10822626,90.6437,4.86514981,6.8863,0.1428321,5.08730131,10派0.4,0.43010752688172,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000736
1694,600775,南京熊猫,0.0143,-0.02,1694020603.98,30.36177578,41.4327,9359536.5,-40.79228484,369.9771,2.25909663,0.63,-0.25150552,15.28839756,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000724
1695,600774,汉商集团,0.08,0.03,738459186.89,18.39438309,26.7692,13258996.84,198.19078171,2867.298,2.79831885,2.75,0.93201162,28.5010799,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000723
1696,000401,冀东水泥,1.153,1.131,11064097724.7,58.28669227,-10.7454,1398175025.52,40.88388939,-45.8609,6.66201197,18.93,1.40088847,31.68503478,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10000674
1697,600833,第一医药,0.14,0.13,1147475726.93,10.65656327,18.8319,30324417.32,-24.19585075,50.8117,2.69143347,7.32,0.25049666,17.49782494,10转0.5送3.5派0.5,0.461254612546125,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000782
1698,600355,精伦电子,0.05,0.03,278413976.43,59.21954893,87.7521,12701220.91,107.45768227,-43.0049,1.67610981,3.14,-0.05186106,31.41372712,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000283
1699,600353,旭光股份,0.288,0.0047,327526880.24,4.27426161,20.1225,65220831.38,264.41678161,397.9589,4.19007869,8.7969,0.52725851,23.60060264,10转8送2派0.5,0.420168067226891,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000282
1700,600339,中油工程,0.4376,0.4265,2127921746.52,138.81031229,29.7038,252973871.32,17562.20307774,153.6489,2.7302295,19.33,0.99336008,26.97554028,10转1派1.5,1.2701100762066,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000277
1701,000544,中原环保,0.27,0.2729,320385094.01,10.60353085,94.7312,73738567.12,25.57241147,-21.3699,2.1823918,13.38,0.51319087,38.90478131,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,2,10000886
1702,600726,华电能源,0.02,-0.14,8219305464.0,33.23186837,4.1114,43787405.46,105.79812557,319.7776,1.72297016,1.13,0.83087445,5.6198253,不分配不转增,-,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000533
1703,600322,天房发展,0.2,0.15,1986226155.46,69.9037022,33.7937,226184932.87,44.60457295,8.0078,3.62572266,5.77,0.90288239,35.21819546,10派0.5,0.998003992015968,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10000263
1704,600978,宜华生活,0.24,0.24,2448250677.44,13.94035722,116.5653,246011259.4,-16.71626832,-76.4041,3.39316717,7.88,0.1138552,28.71707638,10派0.5,0.889679715302491,2012-03-30T00:00:00,2010-12-31T00:00:00,1,10001427
