code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
300107,建新股份,0.27,204.05,6.18,4.46,0.4,3613.33,204.14,,04-01
600121,*ST郑煤,0.05,-88.37,,1.35,,4327.74,-89.43,,04-01
600307,酒钢宏兴,-0.37,-415.37,,-13.18,,-233847.75,-582.67,,04-01
603005,晶方科技,0.81,10.96,,20.94,,15373.22,11.47,,04-01
002120,韵达股份,0.23,-52.08,,7.57,,3517.06,-51.63,,04-01
002457,青龙管业,0.34,47.83,,6.91,,11344.23,49.46,,04-01
600521,华海药业,0.48,-23.81,,14.25,,35916.84,5.29,10派2,04-01
300209,天泽信息,0.04,33.33,5.28,0.82,0.02,687.51,41.05,,04-01
002045,国光电器,0.2,-145.45,,6.73,,8153.94,-144.88,,04-01
600811,东方集团,0.62,9.5,,13.2,,104106.11,9.5,10派0.3,04-01
600171,上海贝岭,0.06,18.0,,2.14,,4039.38,20.94,10派0.2,04-01
600764,中国海防,0.01,-91.52,,0.76,,465.7,-91.45,10派0.1,04-01
600269,赣粤高速,0.28,-44.0,,5.85,,65367.62,-44.11,10派0.85,04-01
600057,象屿股份,0.28,115.38,,14.38,,24143.54,110.2,,04-01
002135,东南网架,0.08,-27.27,,3.4,,6046.75,-26.59,,04-01
000861,海印股份,0.81,-7.95,,22.37,,39762.34,-7.67,10派0.4,04-01
600236,桂冠电力,0.1,-21.43,,6.63,,22533.76,-21.38,10派0.5,04-01
600740,山西焦化,0.02,-52.6,,0.68,,1734.89,-41.55,,04-01
002461,珠江啤酒,0.06,-14.29,,1.27,,4123.77,-19.08,,04-01
300309,吉艾科技,0.34,-34.62,5.71,6.05,0.25,7337.8,-29.01,,04-01
300056,三维丝,0.53,562.5,4.53,12.36,0.55,4953.75,521.18,,04-01
600068,葛洲坝,0.45,1.34,,12.14,,158473.7,1.42,10派1.04,04-01
600158,中体产业,0.16,74.89,,10.07,,13631.19,74.85,10派0.49,04-01
000983,西山煤电,0.34,-41.65,,6.79,,105616.28,-41.66,,04-01
002327,富安娜,0.98,-39.51,,19.09,,31494.55,21.0,,04-01
300255,常山药业,0.61,12.96,6.52,9.95,-0.08,11518.29,16.24,,04-01
000927,一汽夏利,-0.3,-1506.07,,-14.03,,-47991.67,-1503.44,,04-01
601166,兴业银行,2.16,-32.92,10.49,22.39,10.98,4121100.0,18.7,,04-01
002669,康达新材,0.4,14.29,,7.25,,4023.63,23.9,,04-01
600792,云煤能源,0.13,-230.0,,2.27,,5387.63,-241.22,,04-01
000768,中航飞机,0.13,39.3,,3.05,,35088.59,39.34,10派0.15,04-01
000528,柳工,0.3,19.16,,3.6,,33516.85,20.41,10派2.5,04-01
300281,金明精机,0.46,-47.73,5.14,9.25,-0.37,5508.01,4.24,,04-01
600428,中远海特,0.02,72.73,,0.5,,3263.88,70.44,,04-01
600557,康缘药业,0.71,24.56,,17.09,,29701.76,23.93,10派1.2转2,04-01
002010,传化智联,0.35,9.38,,10.17,,17267.88,11.83,,04-01
002058,威尔泰,0.04,0.0,,3.02,,597.85,16.16,,04-01
600597,光明乳业,0.33,17.86,,9.9,,40604.05,30.43,10派2,04-01
002540,亚太科技,0.36,-25.0,,6.51,,14771.98,48.0,,04-01
300291,华录百纳,0.94,-54.05,7.86,12.46,-0.55,12336.58,5.43,,04-01
600048,保利地产,1.51,27.97,,22.95,,1074716.16,27.36,,04-01
002111,威海广泰,0.3,3.45,,8.28,,9360.73,5.32,,04-01
000551,创元科技,0.1,900.0,,3.24,,4106.96,724.62,,04-01
000025,特力A,0.03,-3.4,,3.67,,690.07,-3.44,,04-01
002228,合兴包装,0.27,58.82,,10.2,,9465.41,57.3,,04-01
002490,*ST墨龙,-0.22,-229.41,,-6.31,,-17572.22,-230.88,,04-01
000011,深物业A,0.5,-19.86,,18.19,,30084.06,-19.87,10派2.5,04-01
600979,广安爱众,0.11,0.27,,5.37,,7931.09,19.64,,04-01
000898,鞍钢股份,0.11,-118.43,6.5,1.64,,77000.0,-118.52,10派0.27,03-31
601126,四方股份,0.92,26.03,,12.24,,37050.33,25.76,,03-31
300327,中颖电子,0.19,-13.99,4.09,4.59,0.15,2639.93,8.37,,03-31
601939,建设银行,0.86,11.69,4.26,21.23,0.18,21465700.0,11.12,,03-31
601328,交通银行,0.84,-4.55,5.65,15.49,,6229500.0,6.72,,03-31
000606,神州易桥,0.06,642.11,,2.68,,2662.88,764.77,10派0.2,03-31
600012,皖通高速,0.51,11.37,,12.54,,84791.01,11.42,10派2.2,03-31
000756,新华制药,0.08,60.0,3.85,2.09,0.2,3674.54,55.28,10派0.2,03-31
600988,赤峰黄金,0.81,-34.68,,47.23,1.37,22807.5,-4.13,,03-31
000065,北方国际,0.74,0.0,,21.47,,15610.81,30.4,10派0.8送2,03-31
000993,闽东电力,0.16,6.67,,3.86,,6148.88,9.44,,03-31
600329,中新药业,0.48,-20.0,,15.45,,35179.44,-20.28,10派0.5,03-31
601818,光大银行,0.66,13.79,3.3,21.48,-0.02,2671500.0,13.24,,03-31
002140,东华科技,0.53,-29.33,,15.76,,23519.6,-29.45,,03-31
601601,中国太保,1.02,72.88,10.92,9.52,4.98,926100.0,82.41,,03-31
000572,海马汽车,0.18,81.4,,4.37,,29841.86,81.43,,03-31
600023,浙能电力,0.71,57.78,,20.04,,575729.74,64.61,,03-31
000021,深科技,0.17,141.18,,5.47,,22993.12,145.76,10派0.5,03-31
000881,中广核技,0.35,-46.15,,6.88,,10835.45,-46.07,10派1,03-31
002439,启明星辰,0.59,59.46,,9.57,,12239.55,66.19,,03-31
000789,万年青,1.07,124.05,,23.13,,43839.41,130.14,10派3,03-31
000559,万向钱潮,0.33,57.82,,12.72,,53062.31,59.88,10派1转2,03-31
600096,云天化,0.38,-149.89,,4.98,,59271.05,-212.33,10派1,03-31
002171,楚江新材,0.04,-123.53,,1.88,,1147.29,-120.14,,03-31
000014,沙河股份,0.14,2.89,,4.83,,2875.44,2.83,10派0.15,03-31
601000,唐山港,0.44,37.5,,15.92,,88757.62,37.46,,03-31
002605,姚记扑克,0.63,-38.67,,14.46,,11698.28,22.08,,03-31
300034,钢研高纳,0.41,22.95,4.79,8.8,0.27,8665.67,22.94,,03-31
600072,中船科技,-0.38,139.62,,-14.82,,-18234.65,139.77,,03-31
601179,中国西电,0.07,159.26,,2.1,,32173.38,173.52,,03-31
600396,金山股份,0.63,95.71,,17.53,,21589.38,95.71,10派1.5送5转5,03-31
002517,恺英网络,0.03,-91.43,,0.7,,457.84,-92.69,,03-31
000338,潍柴动力,1.79,19.33,,13.58,,357079.14,19.38,,03-31
601058,赛轮金宇,0.65,54.76,,11.94,,24485.09,52.75,,03-29
002255,海陆重工,0.4,-32.2,,7.04,,10259.37,-32.26,,03-29
000426,兴业矿业,0.14,-51.32,,4.04,,6940.63,-46.46,10派0.2,03-29
601992,金隅集团,0.75,8.7,,12.35,,321518.35,8.43,,03-29
600830,香溢融通,0.36,46.34,,9.43,,16338.51,46.08,10派1.2,03-29
600493,凤竹纺织,0.05,15.99,,2.25,,1400.45,15.85,,03-29
600549,厦门钨业,0.67,-12.66,,11.42,,45954.62,-12.65,10派2.5,03-29
300248,新开普,0.28,-40.43,5.69,4.95,0.31,2469.6,-41.39,,03-29
600289,ST信通,0.15,-22.5,,4.42,,8431.38,-22.71,10派0.45,03-29
600106,重庆路桥,0.3,17.94,,12.74,,27446.24,17.93,10派0.91,03-29
600535,天士力,1.07,-28.19,,28.05,,110026.15,43.04,10派3.5,03-29
300322,硕贝德,0.34,-33.07,4.71,7.42,0.17,3811.23,-10.28,,03-29
000544,中原环保,0.22,-42.11,,7.46,,5974.7,-40.99,10派0.35,03-29
002314,南山控股,0.13,-136.11,,2.07,,3776.91,-136.1,,03-29
002362,汉王科技,-1.01,-2120.0,,-26.18,,-21637.18,-1977.07,,03-29
600409,三友化工,0.24,285.58,,8.11,,44516.96,291.82,,03-29
600505,西昌电力,0.18,-6.9,,7.85,,6687.53,-6.87,10派0.3,03-29
600149,*ST坊展,-0.13,-917.18,,-17.33,,-5062.89,-915.74,,03-29
600692,亚通股份,0.07,32.44,,5.28,,2612.39,32.32,,03-29
300343,联创互联,1.49,-6.29,11.94,12.83,1.86,5948.33,9.31,,03-29
002303,美盈森,0.49,-18.8,,9.14,,17407.03,62.39,,03-29
001896,豫能控股,0.47,567.57,,37.95,,29127.5,575.49,,03-29
002351,漫步者,0.29,-12.12,,5.28,,8513.44,-12.73,,03-29
600759,洲际油气,0.04,-87.94,,1.99,,4545.84,-87.95,10派0.12,03-29
002062,宏润建设,0.32,39.13,,8.98,,17922.62,35.67,,03-29
600064,南京高科,0.83,12.1,,8.5,,43046.97,12.16,10派2.6,03-29
000682,东方电子,0.04,48.61,,2.58,,3648.49,48.62,10派0.2,03-29
002094,青岛金王,0.17,4.94,,9.38,,5420.57,3.52,,03-29
600081,东风科技,0.55,76.6,,21.97,,17110.43,76.59,10派1.66,03-29
600470,六国化工,0.03,-78.57,,0.62,,1418.98,-80.15,,03-29
002158,汉钟精机,0.62,27.17,,18.38,,14920.83,39.9,,03-29
300215,电科院,0.48,-39.24,3.59,13.95,0.74,17110.3,20.73,,03-29
000157,中联重科,0.5,-47.37,,9.21,,383897.28,-47.63,10派1.5,03-29
002613,北玻股份,0.11,-27.33,,3.02,,4380.22,-27.99,,03-29
002019,亿帆医药,0.12,78.77,,5.18,,2560.91,78.85,,03-29
600801,华新水泥,1.26,113.56,,14.35,,118060.16,112.47,10派2转6,03-29
000333,美的集团,4.33,32.82,,24.87,,531745.81,63.15,,03-29
600649,城投控股,0.46,2.22,,9.84,,137864.54,2.82,10派1.5,03-29
600312,平高电气,0.49,194.43,,12.99,,39860.32,194.36,10派0.5,03-29
600736,苏州高新,0.22,27.31,,6.79,,23000.97,25.79,10派0.66,03-29
002024,苏宁云商,0.05,-86.57,,1.31,,37177.0,-86.11,,03-29
600058,五矿发展,0.26,-173.54,,3.33,,27978.43,-173.54,10派1.05,03-29
600806,*ST昆机,0.01,-110.0,,0.56,,744.02,-110.16,,03-29
300193,佳士科技,0.31,-15.07,8.58,3.71,0.44,6941.46,-15.07,,03-29
002152,广电运通,0.94,1.08,,21.95,,70507.64,21.85,,03-29
000029,深深房A,0.23,113.64,,13.05,,22826.83,113.71,,03-29
600300,维维股份,0.05,0.0,,3.31,,8058.99,3.82,10派0.5,03-29
601390,中国中铁,0.44,27.54,,11.39,,937463.4,27.46,,03-29
000548,湖南投资,0.02,-66.67,,0.72,,1067.14,-65.07,,03-29
600708,光明地产,0.32,6.72,,11.39,,16133.16,6.73,10派1,03-29
601607,上海医药,0.83,9.25,,8.87,,224292.51,9.26,10派2.6,03-29
600019,宝钢股份,0.35,-41.67,,5.29,,581847.12,-43.98,10派1,03-29
600865,百大集团,0.32,39.13,,10.52,,12196.02,40.22,10派1,03-29
002548,金新农,0.3,-21.05,,5.23,,4212.36,-21.85,,03-29
601088,中国神华,2.3,-4.13,13.69,16.81,2.73,4567800.0,-4.16,,03-29
601139,深圳燃气,0.36,33.33,2.51,16.06,0.65,70701.06,33.8,,03-29
300331,苏大维格,0.22,-60.0,7.48,2.98,0.32,1376.17,-53.73,,03-29
000985,大庆华科,0.08,-741.13,,2.13,,1030.74,-741.11,,03-29
601766,中国中车,0.3,0.0,,12.01,,413997.16,3.26,,03-29
600069,银鸽投资,-0.34,-1800.0,,-16.3,,-27864.77,-1789.02,,03-29
002284,亚太股份,0.48,60.0,,11.91,,13704.61,61.08,,03-29
300018,中元股份,0.2,-37.5,3.68,5.49,0.24,3863.62,-7.69,,03-29
000977,浪潮信息,0.67,107.21,,12.7,,14461.86,107.2,10派0.8,03-29
002064,华峰氨纶,0.37,1750.0,,15.74,,27676.24,1403.91,,03-29
002725,跃岭股份,1.37,8.73,,23.94,,10282.81,8.55,,03-29
600101,明星电力,0.51,50.0,,9.9,,16472.38,49.08,10派0.55,03-29
600512,腾达建设,0.2,566.67,,13.51,,15097.14,651.36,10派0.7,03-29
000753,漳州发展,0.27,3.02,,14.58,,11222.75,34.08,10派0.5,03-29
000800,一汽轿车,0.62,-233.13,,12.42,,100709.37,-233.13,10派0.19,03-29
002497,雅化集团,0.46,5.74,,11.16,,22204.69,5.74,,03-29
000880,潍柴重机,0.14,-48.15,,3.29,,3924.84,-46.83,,03-29
000900,现代投资,0.69,-36.11,,9.21,,53965.42,-16.75,10派1转3,03-29
002578,闽发铝业,0.27,12.5,,4.96,,4610.14,14.13,,03-29
600658,电子城,0.86,17.81,,19.53,,49824.27,17.02,10派2.58,03-29
300007,汉威科技,0.34,-15.0,5.45,6.36,0.66,3977.02,-15.99,,03-29
002642,荣之联,0.38,-12.3,,11.99,,11509.76,33.8,,03-29
002353,杰瑞股份,1.65,17.86,,27.58,,98519.13,53.17,,03-29
300141,和顺电气,0.38,-17.39,3.86,10.24,-0.0,6267.3,22.73,,03-29
600837,海通证券,0.42,27.27,,6.7,,403502.4,33.62,10派1.2,03-29
000788,北大医药,0.13,0.0,,7.08,,7802.05,2.43,10派0.11,03-29
002502,骅威文化,0.23,-23.33,,3.6,,3193.19,-25.64,,03-29
000045,深纺织A,0.1,-141.67,,2.31,,4722.26,-158.31,,03-29
600290,华仪电气,0.08,33.33,,2.35,,4460.71,34.39,10派0.26,03-29
000970,中科三环,0.32,-74.19,,10.04,,34097.91,-47.41,10派1,03-29
600009,上海机场,0.97,18.29,,11.36,,187285.46,18.46,10派3,03-29
601899,紫金矿业,0.1,-58.33,,7.65,,212535.38,-59.22,,03-29
600016,民生银行,1.49,11.19,6.97,23.23,-1.24,4227800.0,12.55,10派1送2,03-29
300162,雷曼股份,0.13,-23.53,5.49,2.37,-0.26,1743.09,-23.04,,03-29
002507,涪陵榨菜,0.91,10.98,,14.26,,14064.71,11.22,,03-29
000090,天健集团,0.68,37.53,,10.76,,37843.49,51.29,10派2.06,03-29
600634,富控互动,0.54,100.0,,12.42,,11712.71,393.22,10转5,03-29
002668,奥马电器,1.18,9.26,,15.51,,19570.32,19.68,,03-29
601992,金隅集团,0.75,8.7,,12.35,,321518.35,8.43,,03-29
600830,香溢融通,0.36,46.34,,9.43,,16338.51,46.08,10派1.2,03-29
600493,凤竹纺织,0.05,15.99,,2.25,,1400.45,15.85,,03-29
600549,厦门钨业,0.67,-12.66,,11.42,,45954.62,-12.65,10派2.5,03-29
300248,新开普,0.28,-40.43,5.69,4.95,0.31,2469.6,-41.39,,03-29
601058,赛轮金宇,0.65,54.76,,11.94,,24485.09,52.75,,03-29
002255,海陆重工,0.4,-32.2,,7.04,,10259.37,-32.26,,03-29
000426,兴业矿业,0.14,-51.32,,4.04,,6940.63,-46.46,10派0.2,03-29
600106,重庆路桥,0.3,17.94,,12.74,,27446.24,17.93,10派0.91,03-29
600535,天士力,1.07,-28.19,,28.05,,110026.15,43.04,10派3.5,03-29
600289,ST信通,0.15,-22.5,,4.42,,8431.38,-22.71,10派0.45,03-29
002362,汉王科技,-1.01,-2120.0,,-26.18,,-21637.18,-1977.07,,03-29
600409,三友化工,0.24,285.58,,8.11,,44516.96,291.82,,03-29
600505,西昌电力,0.18,-6.9,,7.85,,6687.53,-6.87,10派0.3,03-29
600149,*ST坊展,-0.13,-917.18,,-17.33,,-5062.89,-915.74,,03-29
300322,硕贝德,0.34,-33.07,4.71,7.42,0.17,3811.23,-10.28,,03-29
000544,中原环保,0.22,-42.11,,7.46,,5974.7,-40.99,10派0.35,03-29
002314,南山控股,0.13,-136.11,,2.07,,3776.91,-136.1,,03-29
002062,宏润建设,0.32,39.13,,8.98,,17922.62,35.67,,03-29
600064,南京高科,0.83,12.1,,8.5,,43046.97,12.16,10派2.6,03-29
000682,东方电子,0.04,48.61,,2.58,,3648.49,48.62,10派0.2,03-29
002094,青岛金王,0.17,4.94,,9.38,,5420.57,3.52,,03-29
600081,东风科技,0.55,76.6,,21.97,,17110.43,76.59,10派1.66,03-29
600470,六国化工,0.03,-78.57,,0.62,,1418.98,-80.15,,03-29
002158,汉钟精机,0.62,27.17,,18.38,,14920.83,39.9,,03-29
300215,电科院,0.48,-39.24,3.59,13.95,0.74,17110.3,20.73,,03-29
600692,亚通股份,0.07,32.44,,5.28,,2612.39,32.32,,03-29
300343,联创互联,1.49,-6.29,11.94,12.83,1.86,5948.33,9.31,,03-29
002303,美盈森,0.49,-18.8,,9.14,,17407.03,62.39,,03-29
001896,豫能控股,0.47,567.57,,37.95,,29127.5,575.49,,03-29
002351,漫步者,0.29,-12.12,,5.28,,8513.44,-12.73,,03-29
600759,洲际油气,0.04,-87.94,,1.99,,4545.84,-87.95,10派0.12,03-29
600801,华新水泥,1.26,113.56,,14.35,,118060.16,112.47,10派2转6,03-29
000157,中联重科,0.5,-47.37,,9.21,,383897.28,-47.63,10派1.5,03-29
002613,北玻股份,0.11,-27.33,,3.02,,4380.22,-27.99,,03-29
002019,亿帆医药,0.12,78.77,,5.18,,2560.91,78.85,,03-29
600058,五矿发展,0.26,-173.54,,3.33,,27978.43,-173.54,10派1.05,03-29
600806,*ST昆机,0.01,-110.0,,0.56,,744.02,-110.16,,03-29
300193,佳士科技,0.31,-15.07,8.58,3.71,0.44,6941.46,-15.07,,03-29
002152,广电运通,0.94,1.08,,21.95,,70507.64,21.85,,03-29
000029,深深房A,0.23,113.64,,13.05,,22826.83,113.71,,03-29
000333,美的集团,4.33,32.82,,24.87,,531745.81,63.15,10派20,03-29
600649,城投控股,0.46,2.22,,9.84,,137864.54,2.82,10派1.5,03-29
600312,平高电气,0.49,194.43,,12.99,,39860.32,194.36,10派0.5,03-29
600736,苏州高新,0.22,27.31,,6.79,,23000.97,25.79,10派0.66,03-29
002024,苏宁云商,0.05,-86.57,,1.31,,37177.0,-86.11,,03-29
002687,乔治白,0.33,-70.8,,6.88,,6546.94,-31.45,,03-28
002061,浙江交科,0.09,-82.35,,2.48,,2921.02,-59.22,,03-28
300117,嘉寓股份,0.28,12.0,5.85,4.93,-1.09,6101.31,10.78,,03-28
002414,高德红外,0.1,-48.9,,2.58,,6150.88,2.21,,03-28
000750,国海证券,0.15,114.29,,9.86,,30874.59,131.52,10派0.6,03-28
002462,嘉事堂,0.54,99.63,,11.33,,13016.88,99.62,,03-28
002173,创新医疗,0.12,-36.84,,4.84,,2371.24,-37.88,,03-28
002189,利达光电,0.05,0.0,,2.09,,1037.91,-4.3,,03-28
002510,天汽模,0.6,25.0,,8.22,,12252.89,23.88,,03-28
300310,宜通世纪,0.22,-46.34,3.62,6.24,-0.4,3853.21,-45.25,,03-28
002334,英威腾,0.42,-17.65,,10.05,,12348.39,36.56,,03-28
600376,首开股份,0.57,-46.86,,9.56,,128883.87,-20.3,10派1.8,03-28
601998,中信银行,0.84,27.27,4.82,18.48,-2.91,3917500.0,26.24,10派2.52,03-28
600455,博通股份,0.17,-34.62,,8.8,,1053.75,-35.29,,03-28
600104,上汽集团,2.25,19.55,,19.07,,2480362.63,19.53,10派12,03-28
000727,华东科技,0.03,-121.46,,2.22,,1034.96,-121.47,,03-28
002194,武汉凡谷,0.09,28.57,,2.5,,4878.98,24.2,,03-28
600642,申能股份,0.54,63.22,,12.15,,244893.34,57.34,10派2,03-28
002275,桂林三金,0.71,26.79,,20.1,,42026.79,26.91,,03-28
002323,雅百特,0.27,-45.59,,3.44,,2944.58,-29.26,,03-28
002339,积成电子,0.31,-48.33,,9.99,,11414.72,11.08,,03-28
600006,东风汽车,0.03,130.28,,0.84,,5018.26,130.89,10派0.076,03-28
600769,祥龙电业,1.38,-172.25,,-231.31,,51573.27,-172.01,,03-28
600030,中信证券,0.48,26.32,7.96,6.02,-1.69,524391.7,23.75,10派1.5,03-28
600406,国电南瑞,0.66,-1.49,,29.35,,160032.12,51.55,10派1,03-28
600805,悦达投资,1.52,-3.18,,28.49,,129227.2,16.22,10派1.5,03-28
000790,泰合健康,0.13,35.24,,8.88,,5006.23,48.68,10派0.5,03-28
300256,星星科技,-0.99,-2043.16,6.53,-21.71,0.38,-14922.87,-2044.53,,03-28
601168,西部矿业,0.15,650.0,,3.09,,34981.72,722.59,,03-28
002665,首航节能,0.6,-57.45,,9.35,,15954.91,-9.45,,03-28
600018,上港集团,0.23,5.77,,10.76,,525552.85,5.76,,03-28
000661,长春高新,2.16,-5.26,,26.5,,28389.82,-5.3,10派4,03-28
600962,国投中鲁,-0.36,-382.82,,-9.88,,-9366.79,-382.79,,03-28
300229,拓尔思,0.33,-7.91,4.2,8.22,0.33,6802.55,-7.73,,03-28
000875,吉电股份,0.05,-109.51,,2.15,,4262.09,-109.51,,03-28
300261,雅本化学,0.19,-44.39,2.74,7.02,0.05,4393.84,-11.0,,03-28
002220,天宝食品,0.29,-12.12,,8.48,,13343.2,-11.8,,03-28
002574,明牌珠宝,0.35,12.9,,2.94,,8344.34,13.05,,03-28
000933,神火股份,0.06,-45.61,,1.57,,11696.35,-41.96,10派0.08,03-28
002622,融钰集团,0.26,-27.78,,3.34,,3867.15,-28.95,,03-28
300375,鹏翎股份,1.25,26.26,7.72,17.53,1.6,9586.59,25.23,,03-28
300250,初灵信息,0.35,12.9,4.67,7.71,0.21,2801.41,13.22,,03-28
000750,国海证券,0.15,114.29,,9.86,,30874.59,131.52,10派0.6,03-28
002462,嘉事堂,0.54,99.63,,11.33,,13016.88,99.62,,03-28
002173,创新医疗,0.12,-36.84,,4.84,,2371.24,-37.88,,03-28
002189,利达光电,0.05,0.0,,2.09,,1037.91,-4.3,,03-28
002510,天汽模,0.6,25.0,,8.22,,12252.89,23.88,,03-28
300310,宜通世纪,0.22,-46.34,3.62,6.24,-0.4,3853.21,-45.25,,03-28
002323,雅百特,0.27,-45.59,,3.44,,2944.58,-29.26,,03-28
002339,积成电子,0.31,-48.33,,9.99,,11414.72,11.08,,03-28
600006,东风汽车,0.03,130.28,,0.84,,5018.26,130.89,10派0.076,03-28
601998,中信银行,0.84,27.27,4.82,18.48,-2.91,3917500.0,26.24,,03-28
600455,博通股份,0.17,-34.62,,8.8,,1053.75,-35.29,,03-28
600104,上汽集团,2.25,19.55,,19.07,,2480362.63,19.53,10派12,03-28
000727,华东科技,0.03,-121.46,,2.22,,1034.96,-121.47,,03-28
002194,武汉凡谷,0.09,28.57,,2.5,,4878.98,24.2,,03-28
600642,申能股份,0.54,63.22,,12.15,,244893.34,57.34,10派2,03-28
002275,桂林三金,0.71,26.79,,20.1,,42026.79,26.91,,03-28
002665,首航节能,0.6,-57.45,,9.35,,15954.91,-9.45,,03-28
600769,祥龙电业,1.38,-172.25,,-231.31,,51573.27,-172.01,,03-28
600030,中信证券,0.48,26.32,7.96,6.02,-1.69,524391.7,23.75,10派1.5,03-28
600406,国电南瑞,0.66,-1.49,,29.35,,160032.12,51.55,10派1,03-28
600805,悦达投资,1.52,-3.18,,28.49,,129227.2,16.22,10派1.5,03-28
000790,泰合健康,0.13,35.24,,8.88,,5006.23,48.68,10派0.5,03-28
300256,星星科技,-0.99,-2043.16,6.53,-21.71,0.38,-14922.87,-2044.53,,03-28
601168,西部矿业,0.15,650.0,,3.09,,34981.72,722.59,,03-28
300375,鹏翎股份,1.25,26.26,7.72,17.53,1.6,9586.59,25.23,,03-28
600018,上港集团,0.23,5.77,,10.76,,525552.85,5.76,,03-28
000661,长春高新,2.16,-5.26,,26.5,,28389.82,-5.3,10派4,03-28
600962,国投中鲁,-0.36,-382.82,,-9.88,,-9366.79,-382.79,,03-28
300229,拓尔思,0.33,-7.91,4.2,8.22,0.33,6802.55,-7.73,,03-28
000875,吉电股份,0.05,-109.51,,2.15,,4262.09,-109.51,,03-28
300261,雅本化学,0.19,-44.39,2.74,7.02,0.05,4393.84,-11.0,,03-28
002220,天宝食品,0.29,-12.12,,8.48,,13343.2,-11.8,,03-28
002574,明牌珠宝,0.35,12.9,,2.94,,8344.34,13.05,,03-28
000933,神火股份,0.06,-45.61,,1.57,,11696.35,-41.96,10派0.08,03-28
002622,融钰集团,0.26,-27.78,,3.34,,3867.15,-28.95,,03-28
000597,东北制药,-0.5,-1350.0,,-10.53,,-16696.27,-1221.77,,03-28
300250,初灵信息,0.35,12.9,4.67,7.71,0.21,2801.41,13.22,,03-28
000921,海信科龙,0.92,73.55,,58.16,,123900.51,72.62,,03-28
000429,粤高速A,0.1,-28.57,,3.01,,12777.77,-27.31,10派0.5,03-28
000516,国际医学,0.17,6.25,,9.83,,12153.58,9.45,10派0.5,03-28
002359,北讯集团,0.01,-95.5,,0.31,,293.14,-88.73,,03-28
600501,航天晨光,0.1,25.0,,3.25,,3815.49,18.23,10派0.3,03-28
600874,创业环保,0.2,5.26,,7.27,,28189.9,4.8,10派0.8,03-28
000027,深圳能源,0.55,50.59,,9.23,,145298.69,50.59,10派2.5,03-28
600976,健民集团,0.63,16.67,,10.72,,9590.35,16.32,10派3.8,03-28
000046,泛海控股,0.26,51.05,,13.31,,118120.81,51.03,10派1.5,03-28
600995,文山电力,0.27,-10.0,,10.06,,12951.37,-8.7,10派0.85,03-28
002214,大立科技,0.17,-54.05,,7.23,,3387.03,-8.71,,03-28
002246,北化股份,0.2,226.8,,4.92,,4852.11,300.41,,03-28
002568,百润股份,0.26,-45.83,,6.45,,4187.58,-45.61,,03-28
300319,麦捷科技,0.47,-14.55,5.68,8.45,0.54,2494.64,-5.24,,03-28
000521,美菱电器,0.36,42.59,,8.91,,27406.82,42.6,10派0.6,03-28
600310,桂东电力,,,,,,5474.71,-35.5,10派2.5,03-28
002616,长青集团,0.27,-33.69,,3.73,,3984.42,-33.61,,03-28
002332,仙琚制药,0.18,-48.57,,5.27,,6059.15,-49.74,,03-28
600373,中文传媒,1.0,12.2,,12.33,,63718.82,25.78,10派2转8,03-28
300099,精准信息,0.33,-64.89,3.68,9.08,0.21,6761.31,-30.37,,03-28
002428,云南锗业,0.19,-38.71,,8.61,,12311.06,22.82,,03-28
600981,汇鸿集团,0.06,-3.3,,3.74,,3330.33,-3.29,10派0.3,03-28
002541,鸿路钢构,0.62,3.33,,7.65,,16551.93,2.57,,03-28
000042,中洲控股,1.69,-1.55,,13.76,,40550.22,-1.55,10派3送10,03-28
000987,越秀金控,0.86,-18.87,,15.48,,30888.99,-19.06,10派5,03-28
300348,长亮科技,0.42,-57.94,8.14,5.24,-0.2,2174.72,-49.31,,03-28
000626,远大控股,0.18,132.09,,8.84,,3661.72,132.15,,03-28
002088,鲁阳节能,0.37,2.78,,5.84,,8646.92,2.17,,03-28
600075,新疆天业,-0.49,206.25,,-13.39,,-21567.23,202.42,,03-28
600860,*ST京城,-0.26,-35.0,,-8.36,,-10823.9,-35.71,,03-28
000762,西藏矿业,0.04,-115.8,,1.17,,2013.03,-115.79,10派0.2,03-28
600876,洛阳玻璃,-0.2,-2041.18,,-119.78,,-9898.1,-2043.42,,03-28
600893,航发动力,0.3,11.11,,7.61,,32981.4,13.09,10派0.83,03-28
000811,冰轮环境,0.64,77.78,,18.51,,25346.16,78.71,10派1,03-28
601107,四川成渝,0.33,-14.45,,9.51,,101027.94,-14.45,,03-28
600376,首开股份,0.57,-46.86,,9.56,,128883.87,-20.3,10派1.8,03-28
002687,乔治白,0.33,-70.8,,6.88,,6546.94,-31.45,,03-28
002061,浙江交科,0.09,-82.35,,2.48,,2921.02,-59.22,,03-28
300117,嘉寓股份,0.28,12.0,5.85,4.93,-1.09,6101.31,10.78,,03-28
002414,高德红外,0.1,-48.9,,2.58,,6150.88,2.21,,03-28
000750,国海证券,0.15,114.29,,9.86,,30874.59,131.52,10派0.6,03-28
002462,嘉事堂,0.54,99.63,,11.33,,13016.88,99.62,,03-28
002173,创新医疗,0.12,-36.84,,4.84,,2371.24,-37.88,,03-28
002189,利达光电,0.05,0.0,,2.09,,1037.91,-4.3,,03-28
002510,天汽模,0.6,25.0,,8.22,,12252.89,23.88,,03-28
