,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
39,300725,药石科技,0.46,,2.91,17.85,0.55,1993.45,-11.29,,10-30
40,300723,一品红,0.5,,1.63,41.85,0.29,6042.02,49.89,,10-30
41,603970,中农立华,0.88,9.35,3.03,32.52,-2.54,8826.7,9.35,,10-30
42,603076,乐惠国际,1.28,26.73,5.34,37.93,1.7,6440.26,27.46,,10-30
43,600933,爱柯迪,0.53,,,31.08,0.62,34748.05,36.06,10派1,10-30
44,601019,山东出版,0.54,5.88,2.42,23.14,0.43,98421.42,5.04,,10-30
45,300722,新余国科,0.64,,3.09,21.47,0.21,2731.36,22.72,,10-27
46,603605,珀莱雅,0.96,-8.57,,43.08,1.08,14374.96,-9.14,,10-25
47,002864,盘龙药业,0.66,6.45,,15.97,0.62,4263.82,6.4,,10-25
48,300717,华信新材,0.88,33.33,5.01,19.27,1.02,4227.88,33.46,,10-24
49,300721,怡达股份,1.16,170.5,6.52,18.7,3.34,5757.43,170.5,,10-24
50,300720,海川智能,0.59,1.72,3.68,17.01,0.68,3182.82,1.15,,10-24
51,603083,剑桥科技,1.79,82.65,6.5,27.88,4.35,12282.98,66.87,,10-23
52,603278,大业股份,0.47,62.07,2.83,17.89,0.88,7255.25,62.04,,10-23
53,603916,苏博特,0.8,471.43,4.55,19.46,0.33,17136.04,646.62,,10-23
54,300719,安达维尔,,,18.14,22.11,5.62,5371.12,21.89,,10-19
55,603809,豪能股份,1.33,-23.16,,17.71,1.4,10660.11,-21.86,,10-18
56,300716,国立科技,0.69,,4.62,16.67,0.04,4650.55,16.33,,10-18
57,603507,振江股份,0.76,501.59,4.02,25.47,-0.66,5586.89,586.91,,10-17
58,300718,长盛轴承,1.18,5.36,6.07,21.29,1.21,8879.19,5.78,,10-16
59,603856,东宏股份,0.68,15.25,,14.34,0.75,10011.44,14.33,,10-16
60,603937,丽岛新材,0.36,-7.69,,9.69,0.12,5651.62,-7.16,,10-12
61,603912,佳力图,0.51,21.43,1.87,23.59,0.49,5102.94,20.34,,10-12
62,300711,广哈通信,0.47,-2.08,1.91,24.13,0.31,4669.23,-0.02,,10-11
63,300713,英可瑞,1.43,191.84,3.39,53.38,0.65,6058.15,189.72,,10-11
64,300712,永福股份,0.57,-8.06,3.39,20.79,-0.06,5779.71,-8.2,,10-11
65,603289,泰瑞机器,0.35,-20.45,2.58,14.4,-0.01,5348.83,-19.77,,10-10
66,002910,庄园牧场,0.65,4.84,,13.0,1.0,7324.73,11.99,,10-10
67,300715,凯伦股份,0.55,44.74,2.08,31.12,0.34,2852.53,61.61,,10-10
68,603607,京华激光,,,3.79,26.54,0.64,5638.49,4.44,,09-28
69,002909,集泰股份,0.54,,2.68,22.64,0.79,4895.4,77.22,,09-28
70,603722,阿科力,0.87,97.73,3.26,30.96,1.09,5669.01,111.87,,09-27
71,300710,万隆光电,0.79,17.76,4.89,15.2,-0.01,3902.21,20.21,,09-27
72,603396,金辰股份,1.14,88.14,6.21,24.56,1.29,6463.93,88.14,,09-27
73,002907,华森制药,0.21,,1.22,22.44,0.22,7383.62,25.67,,09-26
74,603683,晶华新材,0.53,-28.26,,13.74,0.79,4628.43,-21.54,,09-25
75,603466,风语筑,0.7,,4.27,19.42,0.57,6574.78,1.84,,09-25
76,002908,德生科技,0.91,15.96,3.2,32.81,0.93,9116.04,15.96,,09-25
77,300709,精研科技,1.81,,3.93,60.05,1.37,11970.29,267.16,,09-21
78,002905,金逸影视,1.95,78.9,,45.16,4.76,24626.71,79.09,,09-20
79,603829,洛凯股份,0.38,-7.32,2.33,18.58,0.27,4327.35,4.57,,09-20
80,300707,威唐工业,0.65,-56.25,2.96,27.19,0.42,3636.01,16.35,,09-20
81,300708,聚灿光电,0.12,-62.48,2.16,6.08,0.09,2341.73,-58.95,,09-19
82,603499,翔港科技,0.57,,2.84,21.01,0.86,4268.89,-17.02,,09-18
83,002906,华阳集团,0.45,-25.0,,8.49,,18117.63,-24.13,,09-18
84,603110,东方材料,0.83,13.7,,25.78,0.65,6361.36,13.89,,09-18
85,002903,宇环数控,0.3,25.0,2.98,10.6,0.01,2254.64,24.97,,09-18
86,603103,横店影视,0.86,,1.69,70.9,2.04,34437.16,190.55,,09-13
87,603136,天目湖,0.9,-5.26,,22.21,3.07,5403.26,-5.08,,09-13
88,300706,阿石创,0.51,50.0,2.84,24.85,0.53,2634.05,65.47,,09-13
89,300705,九典制药,0.55,-31.25,3.16,19.23,0.4,4464.28,18.13,10派1.4,09-12
90,002902,铭普光磁,0.77,18.46,4.28,19.56,0.55,8093.38,18.54,,09-12
91,601086,国芳集团,0.21,-22.22,2.15,11.4,0.22,10435.01,-22.48,,09-11
92,603378,亚士创能,0.8,17.65,,28.21,0.88,11653.41,18.09,,09-11
93,603367,辰欣药业,0.7,12.9,,12.4,0.75,24685.49,12.13,,09-11
94,300703,创源文化,0.61,32.61,2.18,31.64,0.98,3631.88,30.41,,09-06
95,002901,大博医疗,0.59,,,54.42,0.39,18850.72,35.33,,09-05
96,300654,世纪天鸿,0.48,60.0,3.09,17.05,0.23,3393.59,60.91,,09-05
97,603157,拉夏贝尔,1.23,-3.15,,19.56,2.19,61525.1,22.21,,09-05
98,603363,傲农生物,0.1,,,13.24,0.43,3377.69,-20.98,,09-05
99,002900,哈三联,1.05,10.53,4.6,24.44,1.27,16630.14,13.14,,09-04
100,603922,金鸿顺,0.85,-28.57,4.17,22.56,1.84,8140.91,-28.96,,09-04
101,603963,大理药业,1.0,-50.0,,18.72,1.53,6229.27,-37.75,,09-04
102,603055,台华新材,0.09,-47.06,2.47,3.54,0.98,4139.59,-48.67,,09-01
103,603106,恒银金融,0.68,,2.8,28.14,0.0,14133.37,121.79,,08-31
104,300701,森霸股份,0.6,20.0,2.39,26.08,0.55,3610.75,21.09,,08-31
105,603533,掌阅科技,0.1,-47.37,,19.21,0.34,2956.63,-48.54,,08-30
106,300702,天宇股份,0.56,107.41,5.51,10.6,0.16,5035.48,108.6,,08-30
107,002899,英派斯,0.85,,4.02,23.78,1.43,7617.74,2.5,,08-28
108,603321,梅轮电梯,0.49,28.95,1.82,34.93,0.54,11210.47,26.78,,08-28
109,603648,畅联股份,0.47,4.44,2.66,20.0,0.55,11913.81,13.16,,08-24
110,300700,岱勒新材,0.49,-12.5,3.17,16.9,0.34,3056.1,-9.2,,08-22
111,603386,广东骏亚,0.41,,,35.82,0.3,6215.25,43.38,,08-22
112,603277,银都股份,0.5,38.89,,40.64,1.94,16796.8,38.89,10送32.94转1.7,08-21
113,002898,赛隆药业,0.55,109.72,1.78,36.79,0.42,6331.79,124.6,,08-21
114,002897,意华股份,1.06,29.27,5.7,19.63,2.09,8474.07,29.64,,08-21
115,603882,金域医学,0.38,,2.39,23.28,0.57,13143.08,320.5,,08-21
116,603527,众源新材,0.67,63.41,,22.21,1.03,6143.93,65.31,10派1.9,08-16
117,300697,电工合金,0.45,,2.46,20.13,1.22,5334.64,-4.68,,08-16
118,002896,中大力德,0.54,,3.77,12.43,0.99,3052.44,-13.77,,08-16
119,300699,光威复材,0.64,255.56,4.39,15.68,0.74,17639.32,245.73,,08-15
120,603500,祥和实业,0.99,,3.09,40.95,0.11,8928.49,80.7,,08-15
121,300699,光威复材,0.64,255.56,4.39,15.68,0.74,17639.32,245.73,,08-15
122,300698,万马科技,0.34,580.0,1.46,27.31,1.03,3376.67,570.35,,08-14
123,603079,圣达生物,1.45,98.63,,23.55,2.47,8670.29,98.02,,08-09
124,300696,爱乐达,1.02,47.83,4.47,26.93,1.63,5039.48,48.86,,08-09
125,603813,原尚股份,0.54,-22.86,4.25,14.6,0.7,3242.9,-23.25,,08-08
126,002893,华通热力,0.55,10.0,3.05,18.93,1.85,4957.9,10.85,,08-07
127,603127,昭衍新药,0.8,0.0,3.39,26.82,1.73,4917.39,0.36,,08-07
128,300695,兆丰股份,2.25,12.5,8.34,28.06,2.82,11271.73,12.59,,08-07
129,002895,川恒股份,0.33,,,9.18,0.43,11734.08,126.32,,08-07
130,300692,中环环保,0.5,,5.01,11.05,-0.86,3281.82,3.05,,07-31
131,002892,科力尔,0.9,20.0,2.83,34.25,1.19,5969.39,20.86,,07-31
132,603557,起步股份,0.39,,,25.15,0.04,15062.78,43.2,,07-31
133,603129,春风动力,0.71,-37.72,3.07,55.84,1.2,5928.5,-34.78,,07-31
134,002891,中宠股份,0.74,516.67,,24.66,0.42,5568.56,514.44,,07-31
135,603181,皇马科技,0.75,-61.73,3.65,12.03,0.66,6470.49,-19.57,,07-31
136,603976,正川股份,0.75,-11.76,5.69,13.48,0.18,6069.9,-11.92,,07-31
137,300693,盛弘股份,0.73,,2.7,32.95,-0.3,4300.53,37.69,,07-31
138,601949,中国出版,0.45,36.36,2.63,18.62,0.23,65659.67,37.73,,07-31
139,300689,澄天伟业,0.54,5.88,4.35,13.24,0.88,2753.18,6.12,,07-27
140,300688,创业黑马,0.11,-21.43,2.64,11.88,1.09,532.92,-25.55,,07-27
141,300690,双一科技,1.97,66.95,6.25,36.56,1.1,10233.56,67.06,,07-26
142,300691,联合光电,0.74,25.42,4.89,18.3,0.29,4451.93,28.33,,07-25
143,603602,纵横通信,0.81,1.25,4.52,17.94,1.47,4852.89,1.1,,07-25
144,603619,中曼石油,0.52,205.88,2.46,23.87,1.6,18855.88,209.82,,07-24
145,603721,中广天择,0.51,6.25,3.9,13.92,0.74,3809.5,5.97,,07-24
146,603978,深圳新星,1.37,-18.45,8.83,16.83,1.42,8224.95,-18.32,,07-24
147,603359,东珠景观,0.93,16.25,6.09,17.54,1.64,15124.01,20.14,,07-24
148,300687,赛意信息,0.72,,3.06,36.18,0.09,4309.65,66.03,,07-21
149,300685,艾德生物,0.35,,4.13,10.55,0.32,2108.52,10.17,,07-20
150,002890,弘宇股份,1.2,122.22,5.26,24.45,1.0,5999.83,122.72,,07-20
151,603458,勘设股份,1.15,-29.01,7.38,16.56,0.5,10663.14,-29.29,,07-20
152,603535,嘉诚国际,0.64,3.23,,12.31,1.3,7216.39,3.24,,07-19
153,603860,中公高科,0.94,-4.08,5.09,19.66,1.13,4709.91,-4.05,,07-19
154,300683,海特生物,1.09,-31.45,7.69,14.91,2.06,8334.65,-24.17,,07-19
155,603880,南卫股份,0.68,-4.23,2.94,21.8,1.21,5124.27,-4.0,,07-18
156,300686,智动力,0.51,-19.05,2.97,18.71,0.2,4762.52,-19.77,,07-17
157,603725,天安新材,0.48,128.57,3.2,16.33,0.55,5283.32,146.77,,07-14
158,603825,华扬联众,0.65,-14.47,5.11,15.41,-1.98,7792.3,-14.64,,07-13
159,603357,设计总院,0.58,3.57,2.56,24.1,0.48,14016.67,12.21,,07-12
160,300681,英搏尔,1.69,,3.56,90.96,0.11,9228.41,221.82,,07-12
161,300682,朗新科技,0.2,-44.44,1.98,9.35,0.07,7171.37,-43.45,,07-12
162,300680,隆盛科技,0.54,68.75,3.51,16.22,0.02,2771.43,93.29,,07-11
163,300679,电连技术,2.55,1.59,7.96,37.34,1.92,22593.99,8.97,,07-11
164,603233,大参林,1.23,25.51,2.84,51.71,1.3,39543.41,48.94,,07-11
165,603063,禾望电气,0.92,35.29,3.23,33.42,0.07,33248.75,35.92,,07-10
166,002889,东方嘉盛,0.8,-13.98,,12.13,0.2,8182.7,-12.45,,07-10
167,601326,秦港股份,0.27,-30.77,,11.18,0.46,134449.04,-32.1,,07-04
168,300678,中科信息,0.54,0.6,4.06,14.19,0.1,4057.65,0.6,,07-04
169,002888,惠威科技,0.54,-3.57,3.51,16.52,0.98,3340.59,-2.01,,07-03
170,603676,卫信康,0.62,,1.12,32.93,0.32,11293.47,5.81,,07-03
171,601619,嘉泽新能,0.04,-5.31,,3.93,0.23,5201.94,3.09,,07-03
172,300677,英科医疗,1.0,,5.69,24.69,1.05,6422.0,101.61,,07-03
173,603612,索通发展,0.55,-38.2,7.48,7.55,1.62,9964.63,-37.95,,06-28
174,603707,健友股份,0.24,71.43,3.04,8.24,0.38,8755.35,73.41,,06-28
175,300676,华大基因,0.77,600.0,8.6,9.2,0.91,26209.99,832.05,,06-27
176,002887,绿茵生态,1.96,39.01,9.1,24.89,1.94,11735.61,56.57,,06-27
177,002884,凌霄泵业,1.96,-1.01,9.92,21.18,2.92,11386.33,-1.06,,06-27
178,603387,基蛋生物,1.06,39.47,2.71,49.9,1.23,10506.68,39.84,,06-26
179,300675,建科院,0.21,3.92,2.38,9.2,-0.09,2333.1,3.94,,06-26
180,603595,东尼电子,0.75,,2.51,40.52,0.68,5658.66,32.64,,06-22
181,603757,大元泵业,1.03,,,30.88,1.36,6474.85,26.73,,06-20
182,300672,国科微,0.55,,7.75,12.6,-0.88,4150.1,4.15,,06-20
183,603730,岱美股份,0.88,41.94,6.97,29.34,2.0,31725.68,39.23,,06-19
184,603305,旭升股份,0.22,,,31.98,0.55,8049.96,134.87,,06-19
185,603933,睿能科技,0.63,3.35,3.88,17.74,0.35,4843.71,6.1,,06-15
186,603331,百达精工,0.37,-21.28,3.14,12.67,0.81,3566.93,-15.38,,06-15
187,300671,富满电子,0.36,,3.03,12.85,0.06,2770.51,8.42,,06-14
188,300670,大烨智能,0.69,17.54,,32.99,0.43,5014.62,32.01,,06-14
189,002885,京泉华,0.77,97.44,4.88,17.08,0.34,4648.06,100.25,,06-13
190,603801,志邦股份,1.1,13.94,,28.25,1.34,13238.23,24.3,,06-12
191,002886,沃特股份,1.12,59.93,,26.06,0.33,6323.02,81.09,,06-12
192,603617,君禾股份,0.48,9.09,2.43,19.96,0.97,3378.84,11.08,,06-12
193,300669,沪宁股份,0.38,,2.82,19.11,0.55,2397.92,-19.38,,06-09
194,603938,三孚股份,0.74,-8.64,4.56,17.84,0.05,8365.06,-8.34,,06-08
195,603043,广州酒家,0.66,3.13,2.41,30.46,0.77,23463.29,4.27,,06-07
196,002883,中设股份,0.6,,3.18,23.64,-0.15,2412.75,-17.57,,06-06
197,300667,必创科技,0.48,26.32,2.54,20.69,0.04,2425.46,26.64,,06-05
198,300668,杰恩设计,1.07,,2.83,47.27,1.03,3309.48,29.75,,06-02
199,002882,金龙羽,0.28,23.0,,14.68,0.07,9556.48,23.01,,06-02
200,603335,迪生力,0.2,25.0,,14.11,0.32,3782.45,22.26,,06-01
201,603380,易德龙,0.55,-9.84,,45.67,0.49,6526.77,-4.82,,06-01
202,002881,美格智能,0.4,17.65,2.27,19.75,0.02,3184.83,29.33,,05-31
203,603679,华体科技,0.57,19.63,2.99,20.73,0.6,4255.87,19.65,,05-31
204,300665,飞鹿股份,0.63,-1.56,3.83,17.79,-0.13,3227.18,-1.57,,05-25
205,603226,菲林格尔,1.03,60.94,,27.05,1.88,6722.81,61.18,,05-24
206,603980,吉华集团,1.67,-20.31,4.9,40.97,1.64,66836.58,-20.34,,05-24
207,300666,江丰电子,0.15,25.0,1.43,10.71,0.22,2384.48,24.94,,05-23
208,603879,永悦科技,0.39,-7.14,2.21,19.25,0.59,4170.34,-3.95,,05-23
209,002880,卫光生物,1.54,24.19,4.86,35.92,1.85,12485.51,24.18,,05-22
210,002879,长缆科技,1.06,24.71,5.96,19.46,0.62,10938.0,25.44,,05-22
211,603536,惠发股份,0.47,-30.88,4.17,11.87,1.28,4258.19,-30.02,,05-22
212,300661,圣邦股份,1.56,17.46,4.89,35.37,1.68,7035.84,17.46,,05-18
213,300663,科蓝软件,0.36,-7.69,3.96,9.45,-1.03,3527.89,2.4,,05-17
214,300662,科锐国际,0.49,32.43,1.86,30.01,0.26,6583.17,30.29,,05-17
215,002878,元隆雅图,0.74,15.63,,22.42,0.29,4165.95,15.14,,05-17
216,603200,上海洗霸,0.77,-12.67,,14.54,0.25,4232.53,-12.67,,05-16
217,603496,恒为科技,0.68,48.78,,26.27,0.17,5132.81,58.71,,05-16
218,603286,日盈电子,0.45,-37.5,3.28,13.11,0.6,2973.7,-37.35,,05-15
219,002877,智能自控,0.47,-20.34,3.09,16.12,0.08,4269.16,-20.76,,05-15
220,002876,三利谱,1.35,16.38,6.29,23.75,0.72,8071.01,15.81,,05-12
221,300660,江苏雷利,1.75,-11.62,,27.99,2.7,13248.36,-11.58,,05-11
222,603042,华脉科技,0.47,31.16,3.68,13.49,0.69,4748.53,42.83,,05-11
223,002875,安奈儿,0.95,-9.52,,27.54,0.76,7090.86,-10.21,,05-10
224,603326,我乐家居,0.47,,2.02,26.8,0.67,5645.33,50.84,,05-10
225,300658,延江股份,0.85,,2.34,41.0,1.01,6397.33,51.23,,05-09
226,603196,日播时尚,0.42,-8.93,2.44,17.47,0.42,7511.9,-8.92,,05-08
227,603316,诚邦股份,0.21,-16.0,2.39,9.03,0.31,3146.8,-18.66,,05-08
228,300659,中孚信息,0.8,900.0,2.37,40.92,1.18,4902.83,963.96,,05-08
229,300656,民德电子,1.07,56.64,2.67,59.56,0.91,4552.92,63.81,,05-05
230,300624,万兴科技,0.94,11.9,3.46,30.65,1.12,5647.47,12.68,,05-05
231,002873,新天药业,0.81,26.82,4.38,20.21,0.79,4201.05,26.83,10派1.9,05-04
232,300655,晶瑞股份,0.43,,3.93,11.48,0.26,2841.38,-29.71,,05-03
233,603855,华荣股份,0.52,-16.13,3.04,18.09,0.72,13032.58,-14.67,,05-03
234,603197,保隆科技,0.77,63.47,5.65,14.71,1.16,6801.31,63.44,,05-02
235,300657,弘信电子,0.45,-60.18,5.55,8.26,0.27,3489.02,-60.45,,05-02
236,603383,顶点软件,1.35,66.67,6.36,27.97,1.8,8388.09,73.02,,05-02
237,002872,天圣制药,1.21,7.08,9.94,12.93,1.34,19197.79,16.65,,05-02
238,300653,正海生物,0.71,,2.99,33.8,0.76,4249.22,26.24,,04-28
239,603776,永安行,1.3,17.12,6.01,24.21,2.91,9336.29,36.68,,04-27
240,002871,伟隆股份,0.78,-22.0,5.25,15.18,1.13,3986.28,-21.58,,04-27
241,603776,永安行,1.3,17.12,6.01,24.21,2.91,9336.29,36.68,,04-27
242,603086,先达股份,1.65,-16.67,10.53,16.75,0.21,9874.11,-16.97,,04-26
243,603758,秦安股份,0.66,10.0,,19.55,0.59,24688.19,17.63,,04-25
244,002870,香山股份,0.95,5.56,3.44,32.06,1.1,7891.48,5.78,,04-25
245,603269,海鸥股份,0.5,2.04,5.78,8.87,0.21,3417.08,0.99,,04-25
246,300652,雷迪克,0.94,11.9,3.36,32.57,0.85,6203.04,12.39,,04-25
247,601952,苏垦农发,0.61,0.0,2.81,23.71,0.62,48759.78,-0.31,,04-24
248,603488,展鹏科技,0.52,-1.89,2.36,23.83,0.5,8109.7,-1.81,,04-24
249,603985,恒润股份,0.97,54.25,5.93,17.63,1.38,5844.56,54.24,,04-20
250,300649,杭州园林,0.29,-40.82,3.3,8.97,0.15,1405.29,-40.05,,04-20
251,002869,金溢科技,1.58,125.71,3.93,45.14,3.73,13969.81,141.72,,04-20
252,300651,金陵体育,0.78,-17.16,5.48,15.25,1.01,4413.78,-9.67,,04-20
253,300650,太龙照明,0.79,23.44,3.88,24.16,0.52,3570.17,24.5,,04-19
254,603113,金能科技,0.15,-40.0,3.16,4.91,0.83,9094.3,-38.64,,04-19
255,603896,寿仙谷,0.6,-9.09,3.51,18.38,0.81,6264.39,-9.54,,04-18
256,603728,鸣志电器,0.41,5.5,,16.52,0.56,9802.62,5.51,,04-18
257,603229,奥翔药业,0.56,24.44,,40.72,0.6,6086.51,183.08,,04-17
258,300643,万通智控,0.24,,,21.5,0.37,3482.4,-10.79,,04-13
259,603505,金石资源,0.19,-5.0,,8.65,0.06,3463.56,-5.71,,04-12
260,300647,超频三,0.53,8.16,2.4,24.89,0.78,4773.45,7.46,,04-12
261,603501,韦尔股份,0.31,10.71,,19.86,-0.32,11536.98,17.76,,04-12
262,300648,星云股份,0.6,46.34,3.45,20.91,0.38,2976.44,59.41,,04-11
263,603320,迪贝电气,0.35,-20.45,3.77,9.76,1.16,2630.29,-20.19,,04-11
264,002867,周大生,0.88,8.64,,26.49,1.18,35307.61,8.82,,04-10
265,300642,透景生命,1.46,82.5,4.27,40.68,1.44,6577.86,82.7,,04-10
266,300645,正元智慧,0.67,-16.25,5.92,12.08,0.07,3344.97,-7.56,,04-10
267,002868,绿康生化,0.87,148.57,2.66,35.25,1.41,7810.46,148.35,,04-10
268,603767,中马传动,0.74,-48.97,,16.0,1.13,9961.57,-37.46,,04-07
269,603232,格尔软件,1.05,14.13,5.36,21.23,0.91,4790.39,13.59,,04-07
270,300554,三超新材,0.86,13.4,4.85,19.43,0.69,3350.41,13.39,,04-07
271,603787,新日股份,0.36,28.57,,10.42,0.71,5515.48,29.54,,04-07
272,002866,传艺科技,0.58,26.09,2.76,23.8,0.42,6066.5,42.67,,04-06
273,603920,世运电路,0.5,8.7,2.46,21.8,0.7,15693.01,9.07,,04-06
274,300514,友讯达,0.44,-34.02,2.61,18.31,-0.37,3229.81,-32.2,,04-06
275,603096,新经典,1.3,32.65,,26.12,2.24,13012.31,33.19,,04-06
276,002865,钧达股份,0.51,-17.74,5.6,9.62,1.31,4608.49,-18.01,,04-05
277,300640,德艺文创,0.53,9.03,1.64,34.12,0.7,3187.67,9.02,,03-30
278,300604,长川科技,0.56,,3.19,18.63,0.02,2491.29,2.68,,03-30
279,603081,大丰实业,0.46,17.95,,23.91,0.37,16034.22,17.2,,03-28
280,603803,瑞斯康达,0.66,26.92,3.83,17.96,0.21,23976.88,28.3,,03-28
281,603926,铁流股份,1.05,-13.93,4.59,24.88,1.82,9407.65,-14.47,,03-27
282,300641,正丹股份,0.64,166.67,1.89,33.66,0.84,13800.68,164.56,,03-27
283,603139,康惠制药,0.83,-1.19,,14.59,0.38,6220.52,-0.86,,03-27
284,002863,今飞凯达,0.35,0.0,3.1,11.84,1.56,5748.48,-1.19,,03-27
285,002862,实丰文化,0.71,29.09,4.25,18.31,0.94,4277.03,30.19,,03-27
286,002861,瀛通通讯,1.46,-2.67,,29.51,1.69,13455.58,-2.25,,03-23
287,603078,江化微,1.38,-5.95,7.35,20.45,1.92,6193.18,-5.92,,03-23
288,300638,广和通,0.58,38.1,1.87,33.7,0.77,3491.83,38.42,,03-23
289,300637,扬帆新材,0.46,12.2,2.81,17.24,0.81,4175.4,13.12,,03-22
290,300639,凯普生物,0.97,-4.9,6.13,17.22,0.72,6521.22,2.76,,03-22
291,603050,科林电气,0.57,-22.97,5.67,10.42,0.82,5663.97,10.32,,03-22
292,002860,星帅尔,0.97,1.04,4.62,23.38,0.95,5838.79,8.26,,03-21
293,603797,联泰环保,0.34,13.33,,8.92,0.95,5417.72,13.04,,03-21
294,601366,利群股份,0.49,0.0,3.61,14.55,1.08,33816.5,1.27,,03-21
295,603826,坤彩科技,0.37,21.28,1.5,27.85,0.39,10049.04,21.26,,03-21
296,300636,同和药业,1.1,,4.11,32.53,1.32,6287.91,60.37,,03-17
297,603538,美诺华,0.86,6.17,,13.43,1.48,7702.02,5.9,,03-16
298,603056,德邦股份,0.39,-29.09,,17.06,1.26,33719.54,-28.49,,03-16
299,300633,开立医疗,0.29,-21.62,1.57,21.24,0.16,10587.13,-19.64,,03-16
300,603056,德邦股份,0.39,-29.09,,17.06,1.26,33719.54,-28.49,,03-16
301,603906,龙蟠科技,0.37,-33.93,3.57,10.94,-0.02,5774.34,-30.85,,03-14
302,603385,惠达卫浴,0.38,-39.68,,4.37,1.08,8081.62,-40.26,,03-13
303,002858,力盛赛车,0.52,-13.33,4.11,13.46,0.44,2470.95,-12.58,,03-13
304,603586,金麒麟,1.03,14.44,5.31,21.11,2.17,16141.78,13.76,,03-13
305,300635,达安股份,0.82,3.8,4.62,20.83,0.61,5093.88,7.31,,03-13
306,002859,洁美科技,1.13,52.7,,22.8,1.41,8929.99,60.7,,03-13
307,603303,得邦照明,1.9,12.54,,39.97,1.48,34119.18,12.54,,03-10
308,603041,美思德,0.9,-1.1,,20.74,1.1,6734.04,-1.72,,03-10
309,300631,久吾高科,1.05,-15.22,7.37,15.2,0.92,5029.31,-15.22,,03-09
310,300629,新劲刚,0.44,12.82,3.7,12.53,0.49,2202.36,12.44,,03-09
311,002857,三晖电气,0.64,3.23,3.32,21.42,0.02,3853.79,4.1,,03-08
312,603656,泰禾光电,1.32,3.13,5.5,26.69,1.29,7512.55,3.33,,03-07
313,603833,欧派家居,1.31,27.18,5.17,28.44,1.67,48849.0,26.78,,03-07
